COMID,Discharge,StageHeight
1.822901700000000000e+07,9.223999999999999977e-01,2.753830410405875839e-01
1.822901100000000000e+07,6.940000000000000335e-02,1.295376883732393160e-02
1.822902700000000000e+07,1.242000000000000048e-01,2.296468208917832113e-02
1.822890900000000000e+07,8.999999999999999667e-02,3.700489590730982048e-02
1.822901300000000000e+07,1.729999999999999941e-02,nan
1.822899700000000000e+07,1.488799999999999901e+00,1.407340935206596033e-01
1.822898500000000000e+07,9.100000000000000450e-03,1.286323943148253747e-03
1.822903100000000000e+07,4.879000000000000004e-01,1.564310683625984577e-01
1.822879100000000000e+07,7.382500000000000284e+00,3.646962162731461343e-01
1.823014900000000000e+07,8.029999999999999638e-02,2.325324802978342986e-02
1.822904900000000000e+07,2.399999999999999790e-03,1.310071071954043744e-03
1.823014700000000000e+07,9.599999999999999159e-03,nan
1.822895100000000000e+07,1.570200000000000040e+00,1.395835118656984786e-01
1.822898100000000000e+07,1.298999999999999877e-01,2.348698397873379140e-02
1.822880300000000000e+07,1.125000000000000000e+00,2.242726483292853679e-01
1.823014300000000000e+07,5.499999999999999681e-03,1.614432841224736634e-03
1.822904300000000000e+07,2.440000000000000155e-02,3.926750067227743023e-03
1.822891100000000000e+07,9.400000000000000022e-02,2.762404241181475387e-02
1.822892500000000000e+07,1.024000000000000049e-01,1.859398137234037282e-02
1.822900500000000000e+07,2.620000000000000107e-02,1.427472110421586921e-02
1.822901500000000000e+07,3.144000000000000128e-01,9.109042334693812082e-02
1.822892900000000000e+07,1.576200000000000045e+00,1.153100588480386046e-01
1.822891900000000000e+07,6.535999999999999588e-01,1.036051097564696238e-01
1.822895300000000000e+07,5.700000000000000205e-03,8.543429669018239199e-04
1.822896300000000000e+07,3.225000000000000089e-01,2.189640684524359060e-01
1.822900300000000000e+07,1.700000000000000122e-02,1.795137169927063124e-03
1.822890500000000000e+07,1.248499999999999943e+00,1.924272535835311604e-01
1.822902900000000000e+07,1.870000000000000134e-02,5.996744414915398946e-03
1.822900100000000000e+07,9.100000000000000450e-03,1.856357721775373946e-03
1.823015100000000000e+07,2.000000000000000042e-03,1.068450717582066552e-03
1.823014500000000000e+07,1.199999999999999895e-03,4.619395429834147106e-04
1.822897100000000000e+07,4.089999999999999886e-02,1.333025780422250270e-02
1.822890300000000000e+07,3.145000000000000018e-01,6.586763550788428401e-02
1.822896100000000000e+07,1.969999999999999876e-02,4.138829894110774253e-03
1.822996700000000000e+07,1.439999999999999961e-02,4.584158053733141704e-03
1.822904700000000000e+07,2.129999999999999949e-02,4.238563208223517301e-03
1.822903900000000000e+07,7.389999999999999347e-02,1.632137126399404656e-02
1.822891300000000000e+07,5.508999999999999453e-01,6.232452438181964455e-02
1.822891700000000000e+07,4.478500000000000369e+00,4.619162173036154839e-01
1.822894900000000000e+07,8.830999999999999961e-01,1.121094459852816499e-01
1.822896700000000000e+07,2.988000000000000100e-01,4.410923963601706688e-02
1.822902300000000000e+07,5.550000000000000072e-02,7.683402062450968642e-03
1.822905300000000000e+07,1.300000000000000114e-02,3.415939122381183961e-03
1.822885900000000000e+07,6.246699999999999697e+00,3.768103123089998063e-01
1.822904500000000000e+07,2.000000000000000042e-02,3.064208229008101667e-03
1.822884700000000000e+07,1.116400000000000059e+00,2.721959159204910828e-01
1.822897700000000000e+07,2.063000000000000111e-01,2.769045329995922095e-02
1.822897300000000000e+07,7.290000000000000646e-02,1.947723606866499577e-02
