COMID,Discharge,StageHeight
1.822901700000000000e+07,9.072999999999999954e-01,2.708749275109769150e-01
1.822901100000000000e+07,6.890000000000000291e-02,1.286044197250171307e-02
1.822902700000000000e+07,1.226000000000000006e-01,2.266884077401982306e-02
1.822890900000000000e+07,8.880000000000000393e-02,3.651149729521235843e-02
1.822901300000000000e+07,1.720000000000000001e-02,nan
1.822899700000000000e+07,1.466499999999999915e+00,1.386261070311977928e-01
1.822898500000000000e+07,9.000000000000001055e-03,1.272188515201569609e-03
1.822903100000000000e+07,4.801000000000000267e-01,1.539302232442786023e-01
1.822879100000000000e+07,7.264100000000000001e+00,3.588472447856093095e-01
1.823014900000000000e+07,7.910000000000000364e-02,2.290575241788131086e-02
1.822904900000000000e+07,2.399999999999999790e-03,1.310071071954043744e-03
1.823014700000000000e+07,9.599999999999999159e-03,nan
1.822895100000000000e+07,1.547099999999999920e+00,1.375300287908687580e-01
1.822898100000000000e+07,1.288999999999999868e-01,2.330617578798141465e-02
1.822880300000000000e+07,1.102000000000000091e+00,2.203744700608581963e-01
1.823014300000000000e+07,5.499999999999999681e-03,1.614432841224736634e-03
1.822904300000000000e+07,2.429999999999999868e-02,3.910656829247301236e-03
1.822891100000000000e+07,9.289999999999999647e-02,2.730078234103819682e-02
1.822892500000000000e+07,1.010999999999999954e-01,1.835792496819933436e-02
1.822900500000000000e+07,2.600000000000000228e-02,1.416575376754246676e-02
1.822901500000000000e+07,3.099999999999999978e-01,8.981562098457637755e-02
1.822892900000000000e+07,1.553099999999999925e+00,1.136201322147498555e-01
1.822891900000000000e+07,6.443999999999999728e-01,1.021467758982084195e-01
1.822895300000000000e+07,5.700000000000000205e-03,8.543429669018239199e-04
1.822896300000000000e+07,3.180999999999999939e-01,2.159766517045577094e-01
1.822900300000000000e+07,1.689999999999999836e-02,1.784577539515727097e-03
1.822890500000000000e+07,1.233400000000000052e+00,1.900999395834420125e-01
1.822902900000000000e+07,1.839999999999999969e-02,5.900539959061141052e-03
1.822900100000000000e+07,9.100000000000000450e-03,1.856357721775373946e-03
1.823015100000000000e+07,2.000000000000000042e-03,1.068450717582066552e-03
1.823014500000000000e+07,1.199999999999999895e-03,4.619395429834147106e-04
1.822897100000000000e+07,4.050000000000000128e-02,1.319988853474355489e-02
1.822890300000000000e+07,3.104000000000000092e-01,6.500894773178786390e-02
1.822896100000000000e+07,1.959999999999999937e-02,4.117820605308181517e-03
1.822996700000000000e+07,1.430000000000000021e-02,4.552323622804439578e-03
1.822904700000000000e+07,2.120000000000000009e-02,4.218663850438430715e-03
1.822903900000000000e+07,7.349999999999999589e-02,1.623302825309285921e-02
1.822891300000000000e+07,5.431000000000000272e-01,6.144209328692368244e-02
1.822891700000000000e+07,4.407300000000000217e+00,4.545725900462709856e-01
1.822894900000000000e+07,8.732999999999999652e-01,1.108653370840747970e-01
1.822896700000000000e+07,2.963999999999999968e-01,4.375494855460327487e-02
1.822902300000000000e+07,5.500000000000000028e-02,7.614182224050510504e-03
1.822905300000000000e+07,1.290000000000000001e-02,3.389662667593636072e-03
1.822885900000000000e+07,6.151399999999999757e+00,3.710616733855606197e-01
1.822904500000000000e+07,1.980000000000000163e-02,3.033566146718020672e-03
1.822884700000000000e+07,1.093399999999999928e+00,2.691235605273105680e-01
1.822897700000000000e+07,2.048000000000000098e-01,2.748911699385190796e-02
1.822897300000000000e+07,7.220000000000000029e-02,1.929021185401388894e-02
