COMID,Discharge,StageHeight
1.822901700000000000e+07,9.084999999999999742e-01,2.712331881888267460e-01
1.822901100000000000e+07,6.909999999999999476e-02,1.289777271843059805e-02
1.822902700000000000e+07,1.228000000000000064e-01,2.270582093841463575e-02
1.822890900000000000e+07,8.890000000000000679e-02,3.655261384622048026e-02
1.822901300000000000e+07,1.729999999999999941e-02,nan
1.822899700000000000e+07,1.468399999999999928e+00,1.388057112612416377e-01
1.822898500000000000e+07,9.000000000000001055e-03,1.272188515201569609e-03
1.822903100000000000e+07,4.807000000000000162e-01,1.541225959456878070e-01
1.822879100000000000e+07,7.274000000000000021e+00,3.593363057461381183e-01
1.823014900000000000e+07,7.920000000000000651e-02,2.293471038553982280e-02
1.822904900000000000e+07,2.399999999999999790e-03,1.310071071954043744e-03
1.823014700000000000e+07,9.700000000000000289e-03,nan
1.822895100000000000e+07,1.549099999999999921e+00,1.377078195332782362e-01
1.822898100000000000e+07,1.292000000000000093e-01,2.336041824520712976e-02
1.822880300000000000e+07,1.103799999999999892e+00,2.206795448818655025e-01
1.823014300000000000e+07,5.499999999999999681e-03,1.614432841224736634e-03
1.822904300000000000e+07,2.440000000000000155e-02,3.926750067227743023e-03
1.822891100000000000e+07,9.300000000000001321e-02,2.733016962019970547e-02
1.822892500000000000e+07,1.013000000000000012e-01,1.839424133806718750e-02
1.822900500000000000e+07,2.610000000000000167e-02,1.422023743587916798e-02
1.822901500000000000e+07,3.104000000000000092e-01,8.993151210842745269e-02
1.822892900000000000e+07,1.555199999999999916e+00,1.137737619086851976e-01
1.822891900000000000e+07,6.451999999999999957e-01,1.022735875380572229e-01
1.822895300000000000e+07,5.700000000000000205e-03,8.543429669018239199e-04
1.822896300000000000e+07,3.185000000000000053e-01,2.162482350452739066e-01
1.822900300000000000e+07,1.700000000000000122e-02,1.795137169927063124e-03
1.822890500000000000e+07,1.235000000000000098e+00,1.903465423913984766e-01
1.822902900000000000e+07,1.849999999999999908e-02,5.932608111012560061e-03
1.822900100000000000e+07,9.100000000000000450e-03,1.856357721775373946e-03
1.823015100000000000e+07,2.000000000000000042e-03,1.068450717582066552e-03
1.823014500000000000e+07,1.199999999999999895e-03,4.619395429834147106e-04
1.822897100000000000e+07,4.050000000000000128e-02,1.319988853474355489e-02
1.822890300000000000e+07,3.108000000000000207e-01,6.509272214896799635e-02
1.822896100000000000e+07,1.969999999999999876e-02,4.138829894110774253e-03
1.822996700000000000e+07,1.430000000000000021e-02,4.552323622804439578e-03
1.822904700000000000e+07,2.129999999999999949e-02,4.238563208223517301e-03
1.822903900000000000e+07,7.370000000000000162e-02,1.627719975854345288e-02
1.822891300000000000e+07,5.436999999999999611e-01,6.150997260191566618e-02
1.822891700000000000e+07,4.413199999999999790e+00,4.551811209566407612e-01
1.822894900000000000e+07,8.745000000000000551e-01,1.110176769495287014e-01
1.822896700000000000e+07,2.968999999999999972e-01,4.382875919656448183e-02
1.822902300000000000e+07,5.510000000000000314e-02,7.628026191730601438e-03
1.822905300000000000e+07,1.290000000000000001e-02,3.389662667593636072e-03
1.822885900000000000e+07,6.159500000000000419e+00,3.715502775333031082e-01
1.822904500000000000e+07,1.990000000000000102e-02,3.048887187863060736e-03
1.822884700000000000e+07,1.095299999999999940e+00,2.693773637989211323e-01
1.822897700000000000e+07,2.051999999999999935e-01,2.754280667548052175e-02
1.822897300000000000e+07,7.230000000000000315e-02,1.931692959896404854e-02
