COMID,Discharge,StageHeight
1.822901700000000000e+07,9.201000000000000290e-01,2.746963747413753154e-01
1.822901100000000000e+07,6.919999999999999762e-02,1.291643809139504315e-02
1.822902700000000000e+07,1.239999999999999991e-01,2.292770192478350497e-02
1.822890900000000000e+07,8.980000000000000482e-02,3.692266280529357680e-02
1.822901300000000000e+07,1.729999999999999941e-02,nan
1.822899700000000000e+07,1.485400000000000054e+00,1.404126964774232711e-01
1.822898500000000000e+07,9.100000000000000450e-03,1.286323943148253747e-03
1.822903100000000000e+07,4.868000000000000105e-01,1.560783850766815639e-01
1.822879100000000000e+07,7.364099999999999646e+00,3.637872544879208192e-01
1.823014900000000000e+07,8.010000000000000453e-02,2.319533209446641292e-02
1.822904900000000000e+07,2.399999999999999790e-03,1.310071071954043744e-03
1.823014700000000000e+07,9.599999999999999159e-03,nan
1.822895100000000000e+07,1.566699999999999982e+00,1.392723780664818500e-01
1.822898100000000000e+07,1.297999999999999987e-01,2.346890315965855997e-02
1.822880300000000000e+07,1.121499999999999941e+00,2.236794472884377494e-01
1.823014300000000000e+07,5.499999999999999681e-03,1.614432841224736634e-03
1.822904300000000000e+07,2.440000000000000155e-02,3.926750067227743023e-03
1.822891100000000000e+07,9.389999999999999736e-02,2.759465513265324868e-02
1.822892500000000000e+07,1.021999999999999992e-01,1.855766500247252315e-02
1.822900500000000000e+07,2.610000000000000167e-02,1.422023743587916798e-02
1.822901500000000000e+07,3.136999999999999789e-01,9.088761388019875320e-02
1.822892900000000000e+07,1.572699999999999987e+00,1.150540093581463724e-01
1.822891900000000000e+07,6.522000000000000020e-01,1.033831893867342144e-01
1.822895300000000000e+07,5.700000000000000205e-03,8.543429669018239199e-04
1.822896300000000000e+07,3.217999999999999750e-01,2.184887976061825332e-01
1.822900300000000000e+07,1.700000000000000122e-02,1.795137169927063124e-03
1.822890500000000000e+07,1.246099999999999985e+00,1.920573493715964641e-01
1.822902900000000000e+07,1.859999999999999848e-02,5.964676262963979070e-03
1.822900100000000000e+07,9.100000000000000450e-03,1.856357721775373946e-03
1.823015100000000000e+07,2.000000000000000042e-03,1.068450717582066552e-03
1.823014500000000000e+07,1.199999999999999895e-03,4.619395429834147106e-04
1.822897100000000000e+07,4.080000000000000293e-02,1.329766548685276835e-02
1.822890300000000000e+07,3.139000000000000123e-01,6.574197388211408533e-02
1.822896100000000000e+07,1.969999999999999876e-02,4.138829894110774253e-03
1.822996700000000000e+07,1.439999999999999961e-02,4.584158053733141704e-03
1.822904700000000000e+07,2.129999999999999949e-02,4.238563208223517301e-03
1.822903900000000000e+07,7.389999999999999347e-02,1.632137126399404656e-02
1.822891300000000000e+07,5.496999999999999664e-01,6.218876575183564931e-02
1.822891700000000000e+07,4.467699999999999783e+00,4.608022963151419127e-01
1.822894900000000000e+07,8.814999999999999503e-01,1.119063261646764396e-01
1.822896700000000000e+07,2.983999999999999986e-01,4.405019112244809576e-02
1.822902300000000000e+07,5.539999999999999786e-02,7.669558094770877708e-03
1.822905300000000000e+07,1.300000000000000114e-02,3.415939122381183961e-03
1.822885900000000000e+07,6.231900000000000439e+00,3.759175541131247189e-01
1.822904500000000000e+07,2.000000000000000042e-02,3.064208229008101667e-03
1.822884700000000000e+07,1.112900000000000000e+00,2.717283835780505696e-01
1.822897700000000000e+07,2.060000000000000164e-01,2.765018603873775627e-02
1.822897300000000000e+07,7.280000000000000360e-02,1.945051832371483616e-02
