COMID,Discharge,StageHeight
1.822901700000000000e+07,9.213000000000000078e-01,2.750546354192252019e-01
1.822901100000000000e+07,6.930000000000000049e-02,1.293510346435948651e-02
1.822902700000000000e+07,1.241000000000000020e-01,2.294619200698091305e-02
1.822890900000000000e+07,8.989999999999999380e-02,3.696377935630169864e-02
1.822901300000000000e+07,1.729999999999999941e-02,nan
1.822899700000000000e+07,1.487100000000000088e+00,1.405733949990414511e-01
1.822898500000000000e+07,9.100000000000000450e-03,1.286323943148253747e-03
1.822903100000000000e+07,4.873000000000000109e-01,1.562386956611892530e-01
1.822879100000000000e+07,7.373199999999999754e+00,3.642367953708311457e-01
1.823014900000000000e+07,8.019999999999999352e-02,2.322429006212491792e-02
1.822904900000000000e+07,2.399999999999999790e-03,1.310071071954043744e-03
1.823014700000000000e+07,9.599999999999999159e-03,nan
1.822895100000000000e+07,1.568500000000000005e+00,1.394323897346504137e-01
1.822898100000000000e+07,1.297999999999999987e-01,2.346890315965855997e-02
1.822880300000000000e+07,1.123199999999999976e+00,2.239675735082780339e-01
1.823014300000000000e+07,5.499999999999999681e-03,1.614432841224736634e-03
1.822904300000000000e+07,2.440000000000000155e-02,3.926750067227743023e-03
1.822891100000000000e+07,9.400000000000000022e-02,2.762404241181475387e-02
1.822892500000000000e+07,1.023000000000000020e-01,1.857582318740644625e-02
1.822900500000000000e+07,2.610000000000000167e-02,1.422023743587916798e-02
1.822901500000000000e+07,3.140000000000000013e-01,9.097453222308704568e-02
1.822892900000000000e+07,1.574500000000000011e+00,1.151856919529481021e-01
1.822891900000000000e+07,6.529000000000000359e-01,1.034941495716019261e-01
1.822895300000000000e+07,5.700000000000000205e-03,8.543429669018239199e-04
1.822896300000000000e+07,3.221999999999999864e-01,2.187603809468987304e-01
1.822900300000000000e+07,1.700000000000000122e-02,1.795137169927063124e-03
1.822890500000000000e+07,1.247200000000000086e+00,1.922268888020665645e-01
1.822902900000000000e+07,1.870000000000000134e-02,5.996744414915398946e-03
1.822900100000000000e+07,9.100000000000000450e-03,1.856357721775373946e-03
1.823015100000000000e+07,2.000000000000000042e-03,1.068450717582066552e-03
1.823014500000000000e+07,1.199999999999999895e-03,4.619395429834147106e-04
1.822897100000000000e+07,4.089999999999999886e-02,1.333025780422250270e-02
1.822890300000000000e+07,3.141999999999999793e-01,6.580480469499917773e-02
1.822896100000000000e+07,1.969999999999999876e-02,4.138829894110774253e-03
1.822996700000000000e+07,1.439999999999999961e-02,4.584158053733141704e-03
1.822904700000000000e+07,2.129999999999999949e-02,4.238563208223517301e-03
1.822903900000000000e+07,7.389999999999999347e-02,1.632137126399404656e-02
1.822891300000000000e+07,5.503000000000000114e-01,6.225664506682766081e-02
1.822891700000000000e+07,4.473099999999999632e+00,4.613592568093786150e-01
1.822894900000000000e+07,8.822999999999999732e-01,1.120078860749790517e-01
1.822896700000000000e+07,2.984999999999999876e-01,4.406495325084033854e-02
1.822902300000000000e+07,5.550000000000000072e-02,7.683402062450968642e-03
1.822905300000000000e+07,1.300000000000000114e-02,3.415939122381183961e-03
1.822885900000000000e+07,6.239200000000000301e+00,3.763579010610901832e-01
1.822904500000000000e+07,2.000000000000000042e-02,3.064208229008101667e-03
1.822884700000000000e+07,1.114600000000000035e+00,2.719554707158073903e-01
1.822897700000000000e+07,2.061000000000000054e-01,2.766360845914491232e-02
1.822897300000000000e+07,7.290000000000000646e-02,1.947723606866499577e-02
