COMID,Discharge,StageHeight
1.822901700000000000e+07,9.132000000000000117e-01,2.726363758437386764e-01
1.822901100000000000e+07,6.909999999999999476e-02,1.289777271843059805e-02
1.822902700000000000e+07,1.233000000000000068e-01,2.279827134940166575e-02
1.822890900000000000e+07,8.920000000000000151e-02,3.667596349924484578e-02
1.822901300000000000e+07,1.729999999999999941e-02,nan
1.822899700000000000e+07,1.475300000000000056e+00,1.394579582019271347e-01
1.822898500000000000e+07,9.100000000000000450e-03,1.286323943148253747e-03
1.822903100000000000e+07,4.832000000000000184e-01,1.549241488682262247e-01
1.822879100000000000e+07,7.310299999999999798e+00,3.611295292680771762e-01
1.823014900000000000e+07,7.950000000000000122e-02,2.302158428851535169e-02
1.822904900000000000e+07,2.399999999999999790e-03,1.310071071954043744e-03
1.823014700000000000e+07,9.700000000000000289e-03,nan
1.822895100000000000e+07,1.556300000000000017e+00,1.383478662059524356e-01
1.822898100000000000e+07,1.295000000000000040e-01,2.341466070243284486e-02
1.822880300000000000e+07,1.110899999999999999e+00,2.218828955647278445e-01
1.823014300000000000e+07,5.499999999999999681e-03,1.614432841224736634e-03
1.822904300000000000e+07,2.440000000000000155e-02,3.926750067227743023e-03
1.822891100000000000e+07,9.329999999999999405e-02,2.741833145768421756e-02
1.822892500000000000e+07,1.016999999999999987e-01,1.846687407780289031e-02
1.822900500000000000e+07,2.610000000000000167e-02,1.422023743587916798e-02
1.822901500000000000e+07,3.116999999999999771e-01,9.030815826094341914e-02
1.822892900000000000e+07,1.562300000000000022e+00,1.142931765881808753e-01
1.822891900000000000e+07,6.481000000000000094e-01,1.027332797325091196e-01
1.822895300000000000e+07,5.700000000000000205e-03,8.543429669018239199e-04
1.822896300000000000e+07,3.197999999999999732e-01,2.171308809026015196e-01
1.822900300000000000e+07,1.700000000000000122e-02,1.795137169927063124e-03
1.822890500000000000e+07,1.239500000000000046e+00,1.910401127887760564e-01
1.822902900000000000e+07,1.849999999999999908e-02,5.932608111012560061e-03
1.822900100000000000e+07,9.100000000000000450e-03,1.856357721775373946e-03
1.823015100000000000e+07,2.000000000000000042e-03,1.068450717582066552e-03
1.823014500000000000e+07,1.199999999999999895e-03,4.619395429834147106e-04
1.822897100000000000e+07,4.070000000000000007e-02,1.326507316948302879e-02
1.822890300000000000e+07,3.119999999999999996e-01,6.534404540050840760e-02
1.822896100000000000e+07,1.969999999999999876e-02,4.138829894110774253e-03
1.822996700000000000e+07,1.439999999999999961e-02,4.584158053733141704e-03
1.822904700000000000e+07,2.129999999999999949e-02,4.238563208223517301e-03
1.822903900000000000e+07,7.380000000000000449e-02,1.629928551126875319e-02
1.822891300000000000e+07,5.462000000000000188e-01,6.179280308104900116e-02
1.822891700000000000e+07,4.435100000000000264e+00,4.574399051832678809e-01
1.822894900000000000e+07,8.773999999999999577e-01,1.113858316243756114e-01
1.822896700000000000e+07,2.974999999999999867e-01,4.391733196691792462e-02
1.822902300000000000e+07,5.530000000000000193e-02,7.655714127090785907e-03
1.822905300000000000e+07,1.290000000000000001e-02,3.389662667593636072e-03
1.822885900000000000e+07,6.188600000000000101e+00,3.733056331751927193e-01
1.822904500000000000e+07,1.990000000000000102e-02,3.048887187863060736e-03
1.822884700000000000e+07,1.102300000000000058e+00,2.703124284838021585e-01
1.822897700000000000e+07,2.056000000000000050e-01,2.759649635710913901e-02
1.822897300000000000e+07,7.249999999999999500e-02,1.937036508886436081e-02
