COMID,Discharge,StageHeight
1.822901700000000000e+07,9.166999999999999593e-01,2.736813028208007204e-01
1.822901100000000000e+07,6.919999999999999762e-02,1.291643809139504315e-02
1.822902700000000000e+07,1.237000000000000044e-01,2.287223167819128766e-02
1.822890900000000000e+07,8.949999999999999623e-02,3.679931315226921129e-02
1.822901300000000000e+07,1.729999999999999941e-02,nan
1.822899700000000000e+07,1.480399999999999938e+00,1.399400537667816191e-01
1.822898500000000000e+07,9.100000000000000450e-03,1.286323943148253747e-03
1.822903100000000000e+07,4.849999999999999867e-01,1.555012669724538665e-01
1.822879100000000000e+07,7.337200000000000166e+00,3.624583918779989977e-01
1.823014900000000000e+07,7.979999999999999594e-02,2.310845819149088057e-02
1.822904900000000000e+07,2.399999999999999790e-03,1.310071071954043744e-03
1.823014700000000000e+07,9.700000000000000289e-03,nan
1.822895100000000000e+07,1.561500000000000110e+00,1.388101221362171567e-01
1.822898100000000000e+07,1.295999999999999930e-01,2.343274152150808323e-02
1.822880300000000000e+07,1.116200000000000081e+00,2.227811714265827969e-01
1.823014300000000000e+07,5.499999999999999681e-03,1.614432841224736634e-03
1.822904300000000000e+07,2.440000000000000155e-02,3.926750067227743023e-03
1.822891100000000000e+07,9.360000000000000264e-02,2.750649329516873312e-02
1.822892500000000000e+07,1.019000000000000045e-01,1.850319044767074345e-02
1.822900500000000000e+07,2.610000000000000167e-02,1.422023743587916798e-02
1.822901500000000000e+07,3.126999999999999780e-01,9.059788607057107923e-02
1.822892900000000000e+07,1.567600000000000104e+00,1.146809086728748373e-01
1.822891900000000000e+07,6.502000000000000002e-01,1.030661602871122129e-01
1.822895300000000000e+07,5.700000000000000205e-03,8.543429669018239199e-04
1.822896300000000000e+07,3.207999999999999741e-01,2.178098392543920125e-01
1.822900300000000000e+07,1.700000000000000122e-02,1.795137169927063124e-03
1.822890500000000000e+07,1.242799999999999905e+00,1.915487310801862186e-01
1.822902900000000000e+07,1.859999999999999848e-02,5.964676262963979070e-03
1.822900100000000000e+07,9.100000000000000450e-03,1.856357721775373946e-03
1.823015100000000000e+07,2.000000000000000042e-03,1.068450717582066552e-03
1.823014500000000000e+07,1.199999999999999895e-03,4.619395429834147106e-04
1.822897100000000000e+07,4.070000000000000007e-02,1.326507316948302879e-02
1.822890300000000000e+07,3.130000000000000004e-01,6.555348144345876649e-02
1.822896100000000000e+07,1.969999999999999876e-02,4.138829894110774253e-03
1.822996700000000000e+07,1.439999999999999961e-02,4.584158053733141704e-03
1.822904700000000000e+07,2.129999999999999949e-02,4.238563208223517301e-03
1.822903900000000000e+07,7.380000000000000449e-02,1.629928551126875319e-02
1.822891300000000000e+07,5.479999999999999316e-01,6.199644102602498708e-02
1.822891700000000000e+07,4.451500000000000234e+00,4.591314148324315281e-01
1.822894900000000000e+07,8.793999999999999595e-01,1.116397314001321139e-01
1.822896700000000000e+07,2.978999999999999981e-01,4.397638048048688880e-02
1.822902300000000000e+07,5.539999999999999786e-02,7.669558094770877708e-03
1.822905300000000000e+07,1.300000000000000114e-02,3.415939122381183961e-03
1.822885900000000000e+07,6.210300000000000153e+00,3.746146097191447311e-01
1.822904500000000000e+07,1.990000000000000102e-02,3.048887187863060736e-03
1.822884700000000000e+07,1.107599999999999918e+00,2.710204060309263641e-01
1.822897700000000000e+07,2.058000000000000107e-01,2.762334119792345111e-02
1.822897300000000000e+07,7.270000000000000073e-02,1.942380057876468002e-02
