COMID,Discharge,StageHeight
1.822901700000000000e+07,9.109000000000000430e-01,2.719497095445264634e-01
1.822901100000000000e+07,6.909999999999999476e-02,1.289777271843059805e-02
1.822902700000000000e+07,1.231000000000000011e-01,2.276129118500685306e-02
1.822890900000000000e+07,8.909999999999999865e-02,3.663484694823672394e-02
1.822901300000000000e+07,1.729999999999999941e-02,nan
1.822899700000000000e+07,1.471899999999999986e+00,1.391365611586908024e-01
1.822898500000000000e+07,9.000000000000001055e-03,1.272188515201569609e-03
1.822903100000000000e+07,4.820000000000000395e-01,1.545394034654077875e-01
1.822879100000000000e+07,7.292300000000000004e+00,3.602403275216611300e-01
1.823014900000000000e+07,7.929999999999999549e-02,2.296366835319833127e-02
1.822904900000000000e+07,2.399999999999999790e-03,1.310071071954043744e-03
1.823014700000000000e+07,9.700000000000000289e-03,nan
1.822895100000000000e+07,1.552799999999999958e+00,1.380367324067358348e-01
1.822898100000000000e+07,1.293999999999999873e-01,2.339657988335760302e-02
1.822880300000000000e+07,1.107399999999999940e+00,2.212896945238801982e-01
1.823014300000000000e+07,5.499999999999999681e-03,1.614432841224736634e-03
1.822904300000000000e+07,2.440000000000000155e-02,3.926750067227743023e-03
1.822891100000000000e+07,9.310000000000000220e-02,2.735955689936120719e-02
1.822892500000000000e+07,1.015000000000000069e-01,1.843055770793504064e-02
1.822900500000000000e+07,2.610000000000000167e-02,1.422023743587916798e-02
1.822901500000000000e+07,3.110999999999999877e-01,9.013432157516682031e-02
1.822892900000000000e+07,1.558799999999999963e+00,1.140371270982886570e-01
1.822891900000000000e+07,6.467000000000000526e-01,1.025113593627737379e-01
1.822895300000000000e+07,5.799999999999999600e-03,8.693314400053647056e-04
1.822896300000000000e+07,3.191999999999999837e-01,2.167235058915272239e-01
1.822900300000000000e+07,1.710000000000000062e-02,1.805696800338398716e-03
1.822890500000000000e+07,1.237300000000000066e+00,1.907010339278359112e-01
1.822902900000000000e+07,1.849999999999999908e-02,5.932608111012560061e-03
1.822900100000000000e+07,9.199999999999999845e-03,1.876757257179498782e-03
1.823015100000000000e+07,2.000000000000000042e-03,1.068450717582066552e-03
1.823014500000000000e+07,1.199999999999999895e-03,4.619395429834147106e-04
1.822897100000000000e+07,4.059999999999999720e-02,1.323248085211329098e-02
1.822890300000000000e+07,3.114000000000000101e-01,6.521838377473820891e-02
1.822896100000000000e+07,1.969999999999999876e-02,4.138829894110774253e-03
1.822996700000000000e+07,1.439999999999999961e-02,4.584158053733141704e-03
1.822904700000000000e+07,2.129999999999999949e-02,4.238563208223517301e-03
1.822903900000000000e+07,7.380000000000000449e-02,1.629928551126875319e-02
1.822891300000000000e+07,5.450000000000000400e-01,6.165704445106501980e-02
1.822891700000000000e+07,4.424199999999999910e+00,4.563156701115675951e-01
1.822894900000000000e+07,8.759999999999998899e-01,1.112081017813460748e-01
1.822896700000000000e+07,2.973000000000000087e-01,4.388780771013344600e-02
1.822902300000000000e+07,5.519999999999999907e-02,7.641870159410693239e-03
1.822905300000000000e+07,1.290000000000000001e-02,3.389662667593636072e-03
1.822885900000000000e+07,6.174199999999999910e+00,3.724370035792060607e-01
1.822904500000000000e+07,1.990000000000000102e-02,3.048887187863060736e-03
1.822884700000000000e+07,1.098799999999999999e+00,2.698448961413616454e-01
1.822897700000000000e+07,2.054999999999999882e-01,2.758307393670198296e-02
1.822897300000000000e+07,7.240000000000000602e-02,1.934364734391420815e-02
