COMID,Discharge,StageHeight
1.822901700000000000e+07,9.179000000000000492e-01,2.740395634986506068e-01
1.822901100000000000e+07,6.919999999999999762e-02,1.291643809139504315e-02
1.822902700000000000e+07,1.237999999999999934e-01,2.289072176038869227e-02
1.822890900000000000e+07,8.959999999999999909e-02,3.684042970327733313e-02
1.822901300000000000e+07,1.729999999999999941e-02,nan
1.822899700000000000e+07,1.482099999999999973e+00,1.401007522883997991e-01
1.822898500000000000e+07,9.100000000000000450e-03,1.286323943148253747e-03
1.822903100000000000e+07,4.855999999999999761e-01,1.556936396738630990e-01
1.822879100000000000e+07,7.346199999999999619e+00,3.629029927512070208e-01
1.823014900000000000e+07,7.989999999999999880e-02,2.313741615914938904e-02
1.822904900000000000e+07,2.399999999999999790e-03,1.310071071954043744e-03
1.823014700000000000e+07,9.599999999999999159e-03,nan
1.822895100000000000e+07,1.563299999999999912e+00,1.389701338043856926e-01
1.822898100000000000e+07,1.297000000000000097e-01,2.345082234058332160e-02
1.822880300000000000e+07,1.117999999999999883e+00,2.230862462475901309e-01
1.823014300000000000e+07,5.499999999999999681e-03,1.614432841224736634e-03
1.822904300000000000e+07,2.440000000000000155e-02,3.926750067227743023e-03
1.822891100000000000e+07,9.370000000000000551e-02,2.753588057433023831e-02
1.822892500000000000e+07,1.019999999999999934e-01,1.852134863260467001e-02
1.822900500000000000e+07,2.610000000000000167e-02,1.422023743587916798e-02
1.822901500000000000e+07,3.130999999999999894e-01,9.071377719442215437e-02
1.822892900000000000e+07,1.569299999999999917e+00,1.148052755679653397e-01
1.822891900000000000e+07,6.509000000000000341e-01,1.031771204719799384e-01
1.822895300000000000e+07,5.700000000000000205e-03,8.543429669018239199e-04
1.822896300000000000e+07,3.211999999999999855e-01,2.180814225951082375e-01
1.822900300000000000e+07,1.700000000000000122e-02,1.795137169927063124e-03
1.822890500000000000e+07,1.243900000000000006e+00,1.917182705106563190e-01
1.822902900000000000e+07,1.859999999999999848e-02,5.964676262963979070e-03
1.822900100000000000e+07,9.100000000000000450e-03,1.856357721775373946e-03
1.823015100000000000e+07,2.000000000000000042e-03,1.068450717582066552e-03
1.823014500000000000e+07,1.199999999999999895e-03,4.619395429834147106e-04
1.822897100000000000e+07,4.080000000000000293e-02,1.329766548685276835e-02
1.822890300000000000e+07,3.133000000000000229e-01,6.561631225634387277e-02
1.822896100000000000e+07,1.969999999999999876e-02,4.138829894110774253e-03
1.822996700000000000e+07,1.439999999999999961e-02,4.584158053733141704e-03
1.822904700000000000e+07,2.129999999999999949e-02,4.238563208223517301e-03
1.822903900000000000e+07,7.389999999999999347e-02,1.632137126399404656e-02
1.822891300000000000e+07,5.485999999999999766e-01,6.206432034101698469e-02
1.822891700000000000e+07,4.456900000000000084e+00,4.596883753266682859e-01
1.822894900000000000e+07,8.800999999999999934e-01,1.117285963216469030e-01
1.822896700000000000e+07,2.980999999999999761e-01,4.400590473727137436e-02
1.822902300000000000e+07,5.539999999999999786e-02,7.669558094770877708e-03
1.822905300000000000e+07,1.300000000000000114e-02,3.415939122381183961e-03
1.822885900000000000e+07,6.217500000000000249e+00,3.750489245171380603e-01
1.822904500000000000e+07,2.000000000000000042e-02,3.064208229008101667e-03
1.822884700000000000e+07,1.109299999999999953e+00,2.712474931686831847e-01
1.822897700000000000e+07,2.058000000000000107e-01,2.762334119792345111e-02
1.822897300000000000e+07,7.270000000000000073e-02,1.942380057876468002e-02
