COMID,Discharge,StageHeight
1.822901700000000000e+07,9.190000000000000391e-01,2.743679691200129889e-01
1.822901100000000000e+07,6.919999999999999762e-02,1.291643809139504315e-02
1.822902700000000000e+07,1.238999999999999962e-01,2.290921184258610036e-02
1.822890900000000000e+07,8.970000000000000195e-02,3.688154625428545497e-02
1.822901300000000000e+07,1.729999999999999941e-02,nan
1.822899700000000000e+07,1.483800000000000008e+00,1.402614508100179513e-01
1.822898500000000000e+07,9.100000000000000450e-03,1.286323943148253747e-03
1.822903100000000000e+07,4.862000000000000210e-01,1.558860123752723315e-01
1.822879100000000000e+07,7.355100000000000193e+00,3.633426536147127961e-01
1.823014900000000000e+07,8.000000000000000167e-02,2.316637412680790098e-02
1.822904900000000000e+07,2.399999999999999790e-03,1.310071071954043744e-03
1.823014700000000000e+07,9.599999999999999159e-03,nan
1.822895100000000000e+07,1.564999999999999947e+00,1.391212559354337575e-01
1.822898100000000000e+07,1.297000000000000097e-01,2.345082234058332160e-02
1.822880300000000000e+07,1.119699999999999918e+00,2.233743724674303877e-01
1.823014300000000000e+07,5.499999999999999681e-03,1.614432841224736634e-03
1.822904300000000000e+07,2.440000000000000155e-02,3.926750067227743023e-03
1.822891100000000000e+07,9.379999999999999449e-02,2.756526785349174349e-02
1.822892500000000000e+07,1.020999999999999963e-01,1.853950681753859658e-02
1.822900500000000000e+07,2.610000000000000167e-02,1.422023743587916798e-02
1.822901500000000000e+07,3.134000000000000119e-01,9.080069553731044685e-02
1.822892900000000000e+07,1.570999999999999952e+00,1.149296424630558561e-01
1.822891900000000000e+07,6.514999999999999680e-01,1.032722292018665167e-01
1.822895300000000000e+07,5.700000000000000205e-03,8.543429669018239199e-04
1.822896300000000000e+07,3.215000000000000080e-01,2.182851101006454131e-01
1.822900300000000000e+07,1.700000000000000122e-02,1.795137169927063124e-03
1.822890500000000000e+07,1.245000000000000107e+00,1.918878099411264193e-01
1.822902900000000000e+07,1.859999999999999848e-02,5.964676262963979070e-03
1.822900100000000000e+07,9.100000000000000450e-03,1.856357721775373946e-03
1.823015100000000000e+07,2.000000000000000042e-03,1.068450717582066552e-03
1.823014500000000000e+07,1.199999999999999895e-03,4.619395429834147106e-04
1.822897100000000000e+07,4.080000000000000293e-02,1.329766548685276835e-02
1.822890300000000000e+07,3.135999999999999899e-01,6.567914306922896517e-02
1.822896100000000000e+07,1.969999999999999876e-02,4.138829894110774253e-03
1.822996700000000000e+07,1.439999999999999961e-02,4.584158053733141704e-03
1.822904700000000000e+07,2.129999999999999949e-02,4.238563208223517301e-03
1.822903900000000000e+07,7.389999999999999347e-02,1.632137126399404656e-02
1.822891300000000000e+07,5.492000000000000215e-01,6.213219965600899619e-02
1.822891700000000000e+07,4.462299999999999933e+00,4.602453358209050993e-01
1.822894900000000000e+07,8.808000000000000274e-01,1.118174612431616782e-01
1.822896700000000000e+07,2.982000000000000206e-01,4.402066686566361714e-02
1.822902300000000000e+07,5.539999999999999786e-02,7.669558094770877708e-03
1.822905300000000000e+07,1.300000000000000114e-02,3.415939122381183961e-03
1.822885900000000000e+07,6.224700000000000344e+00,3.754832393151313896e-01
1.822904500000000000e+07,2.000000000000000042e-02,3.064208229008101667e-03
1.822884700000000000e+07,1.111099999999999977e+00,2.714879383733668772e-01
1.822897700000000000e+07,2.058999999999999997e-01,2.763676361833060022e-02
1.822897300000000000e+07,7.280000000000000360e-02,1.945051832371483616e-02
