configuration,comid,date,discharge
short_range,18229047,2016-07-13 14:00:00,0.0127
short_range,18229047,2016-07-13 15:00:00,0.0126
short_range,18229039,2016-07-13 01:00:00,0.0381
short_range,18229039,2016-07-13 02:00:00,0.0511
short_range,18229039,2016-07-13 03:00:00,0.0513
short_range,18229039,2016-07-13 04:00:00,0.0513
short_range,18229039,2016-07-13 05:00:00,0.0512
short_range,18229039,2016-07-13 06:00:00,0.0512
short_range,18229039,2016-07-13 07:00:00,0.0512
short_range,18229039,2016-07-13 08:00:00,0.0512
short_range,18229039,2016-07-13 09:00:00,0.0512
short_range,18229039,2016-07-13 10:00:00,0.0511
short_range,18229039,2016-07-13 11:00:00,0.0511
short_range,18229039,2016-07-13 12:00:00,0.0511
short_range,18229039,2016-07-13 13:00:00,0.0511
short_range,18229039,2016-07-13 14:00:00,0.051
short_range,18229039,2016-07-13 15:00:00,0.0508
short_range,18228913,2016-07-13 01:00:00,1.0222
short_range,18228913,2016-07-13 02:00:00,0.448
short_range,18228913,2016-07-13 03:00:00,0.4477
short_range,18228913,2016-07-13 04:00:00,0.4473
short_range,18228913,2016-07-13 05:00:00,0.447
short_range,18228913,2016-07-13 06:00:00,0.4467
short_range,18228913,2016-07-13 07:00:00,0.4464
short_range,18228913,2016-07-13 08:00:00,0.4461
short_range,18228913,2016-07-13 09:00:00,0.4458
short_range,18228913,2016-07-13 10:00:00,0.4455
short_range,18228913,2016-07-13 11:00:00,0.4452
short_range,18228913,2016-07-13 12:00:00,0.445
short_range,18228913,2016-07-13 13:00:00,0.4447
short_range,18228913,2016-07-13 14:00:00,0.4445
short_range,18228913,2016-07-13 15:00:00,0.4442
short_range,18228917,2016-07-13 01:00:00,6.8281
short_range,18228917,2016-07-13 02:00:00,3.7851
short_range,18228917,2016-07-13 03:00:00,3.5988
short_range,18228917,2016-07-13 04:00:00,3.5932
short_range,18228917,2016-07-13 05:00:00,3.5908
short_range,18228917,2016-07-13 06:00:00,3.5886
short_range,18228917,2016-07-13 07:00:00,3.5867
short_range,18228917,2016-07-13 08:00:00,3.5849
short_range,18228917,2016-07-13 09:00:00,3.5834
short_range,18228917,2016-07-13 10:00:00,3.5821
short_range,18228917,2016-07-13 11:00:00,3.5811
short_range,18228917,2016-07-13 12:00:00,3.5803
short_range,18228917,2016-07-13 13:00:00,3.5797
short_range,18228917,2016-07-13 14:00:00,3.5792
short_range,18228917,2016-07-13 15:00:00,3.5789
short_range,18228949,2016-07-13 01:00:00,0.7432
short_range,18228949,2016-07-13 02:00:00,0.7286
short_range,18228949,2016-07-13 03:00:00,0.7138
short_range,18228949,2016-07-13 04:00:00,0.7088
short_range,18228949,2016-07-13 05:00:00,0.7062
short_range,18228949,2016-07-13 06:00:00,0.7049
short_range,18228949,2016-07-13 07:00:00,0.7042
short_range,18228949,2016-07-13 08:00:00,0.7037
short_range,18228949,2016-07-13 09:00:00,0.7034
short_range,18228949,2016-07-13 10:00:00,0.7032
short_range,18228949,2016-07-13 11:00:00,0.703
short_range,18228949,2016-07-13 12:00:00,0.7029
short_range,18228949,2016-07-13 13:00:00,0.7028
short_range,18228949,2016-07-13 14:00:00,0.7026
short_range,18228949,2016-07-13 15:00:00,0.7023
short_range,18228967,2016-07-13 01:00:00,0.2502
short_range,18228967,2016-07-13 02:00:00,0.2329
short_range,18228967,2016-07-13 03:00:00,0.227
short_range,18228967,2016-07-13 04:00:00,0.2225
short_range,18228967,2016-07-13 05:00:00,0.2204
short_range,18228967,2016-07-13 06:00:00,0.2194
short_range,18228967,2016-07-13 07:00:00,0.2189
short_range,18228967,2016-07-13 08:00:00,0.2186
short_range,18228967,2016-07-13 09:00:00,0.2184
short_range,18228967,2016-07-13 10:00:00,0.2183
short_range,18228967,2016-07-13 11:00:00,0.2182
short_range,18228967,2016-07-13 12:00:00,0.2181
short_range,18228967,2016-07-13 13:00:00,0.218
short_range,18228967,2016-07-13 14:00:00,0.2177
short_range,18228967,2016-07-13 15:00:00,0.2173
short_range,18229023,2016-07-13 01:00:00,0.0275
short_range,18229023,2016-07-13 02:00:00,0.0352
short_range,18229023,2016-07-13 03:00:00,0.0385
short_range,18229023,2016-07-13 04:00:00,0.0385
short_range,18229023,2016-07-13 05:00:00,0.0385
short_range,18229023,2016-07-13 06:00:00,0.0384
short_range,18229023,2016-07-13 07:00:00,0.0384
short_range,18229023,2016-07-13 08:00:00,0.0384
short_range,18229023,2016-07-13 09:00:00,0.0384
short_range,18229023,2016-07-13 10:00:00,0.0384
short_range,18229023,2016-07-13 11:00:00,0.0384
short_range,18229023,2016-07-13 12:00:00,0.0384
short_range,18229023,2016-07-13 13:00:00,0.0384
short_range,18229023,2016-07-13 14:00:00,0.0383
short_range,18229023,2016-07-13 15:00:00,0.0383
short_range,18229053,2016-07-13 01:00:00,0.0102
short_range,18229053,2016-07-13 02:00:00,0.0096
short_range,18229053,2016-07-13 03:00:00,0.0096
short_range,18229053,2016-07-13 04:00:00,0.0096
short_range,18229053,2016-07-13 05:00:00,0.0096
short_range,18229053,2016-07-13 06:00:00,0.0096
short_range,18229053,2016-07-13 07:00:00,0.0096
short_range,18229053,2016-07-13 08:00:00,0.0096
short_range,18229053,2016-07-13 09:00:00,0.0096
short_range,18229053,2016-07-13 10:00:00,0.0095
short_range,18229053,2016-07-13 11:00:00,0.0095
short_range,18229053,2016-07-13 12:00:00,0.0095
short_range,18229053,2016-07-13 13:00:00,0.0095
short_range,18229053,2016-07-13 14:00:00,0.0095
short_range,18229053,2016-07-13 15:00:00,0.0095
short_range,18228859,2016-07-13 01:00:00,8.3035
short_range,18228859,2016-07-13 02:00:00,6.0173
short_range,18228859,2016-07-13 03:00:00,5.0387
short_range,18228859,2016-07-13 04:00:00,4.9996
short_range,18228859,2016-07-13 05:00:00,4.9924
short_range,18228859,2016-07-13 06:00:00,4.9879
short_range,18228859,2016-07-13 07:00:00,4.9845
short_range,18228859,2016-07-13 08:00:00,4.9817
short_range,18228859,2016-07-13 09:00:00,4.9794
short_range,18228859,2016-07-13 10:00:00,4.9775
short_range,18228859,2016-07-13 11:00:00,4.976
short_range,18228859,2016-07-13 12:00:00,4.9747
short_range,18228859,2016-07-13 13:00:00,4.9738
short_range,18228859,2016-07-13 14:00:00,4.9729
short_range,18228859,2016-07-13 15:00:00,4.972
short_range,18229045,2016-07-13 01:00:00,0.0136
short_range,18229045,2016-07-13 02:00:00,0.0128
short_range,18229045,2016-07-13 03:00:00,0.0128
short_range,18229045,2016-07-13 04:00:00,0.0128
short_range,18229045,2016-07-13 05:00:00,0.0128
short_range,18229045,2016-07-13 06:00:00,0.0128
short_range,18229045,2016-07-13 07:00:00,0.0128
short_range,18229045,2016-07-13 08:00:00,0.0128
short_range,18229045,2016-07-13 09:00:00,0.0128
short_range,18229045,2016-07-13 10:00:00,0.0127
short_range,18229045,2016-07-13 11:00:00,0.0127
short_range,18229045,2016-07-13 12:00:00,0.0127
short_range,18229045,2016-07-13 13:00:00,0.0127
short_range,18229045,2016-07-13 14:00:00,0.0127
short_range,18229045,2016-07-13 15:00:00,0.0127
short_range,18228847,2016-07-13 01:00:00,1.3251
short_range,18228847,2016-07-13 02:00:00,0.8484
short_range,18228847,2016-07-13 03:00:00,0.8476
short_range,18228847,2016-07-13 04:00:00,0.847
short_range,18228847,2016-07-13 05:00:00,0.8462
short_range,18228847,2016-07-13 06:00:00,0.8454
short_range,18228847,2016-07-13 07:00:00,0.8447
short_range,18228847,2016-07-13 08:00:00,0.844
short_range,18228847,2016-07-13 09:00:00,0.8433
short_range,18228847,2016-07-13 10:00:00,0.8426
short_range,18228847,2016-07-13 11:00:00,0.8419
short_range,18228847,2016-07-13 12:00:00,0.8413
short_range,18228847,2016-07-13 13:00:00,0.8407
short_range,18228847,2016-07-13 14:00:00,0.8401
short_range,18228847,2016-07-13 15:00:00,0.8395
short_range,18228977,2016-07-13 01:00:00,0.147
short_range,18228977,2016-07-13 02:00:00,0.1535
short_range,18228977,2016-07-13 03:00:00,0.1483
short_range,18228977,2016-07-13 04:00:00,0.1443
short_range,18228977,2016-07-13 05:00:00,0.1424
short_range,18228977,2016-07-13 06:00:00,0.1415
short_range,18228977,2016-07-13 07:00:00,0.141
short_range,18228977,2016-07-13 08:00:00,0.1408
short_range,18228977,2016-07-13 09:00:00,0.1407
short_range,18228977,2016-07-13 10:00:00,0.1406
short_range,18228977,2016-07-13 11:00:00,0.1405
short_range,18228977,2016-07-13 12:00:00,0.1405
short_range,18228977,2016-07-13 13:00:00,0.1404
short_range,18228977,2016-07-13 14:00:00,0.1402
short_range,18228977,2016-07-13 15:00:00,0.1399
short_range,18228973,2016-07-13 01:00:00,0.0819
short_range,18228973,2016-07-13 02:00:00,0.0615
short_range,18228973,2016-07-13 03:00:00,0.0615
short_range,18228973,2016-07-13 04:00:00,0.0614
short_range,18228973,2016-07-13 05:00:00,0.0614
short_range,18228973,2016-07-13 06:00:00,0.0613
short_range,18228973,2016-07-13 07:00:00,0.0613
short_range,18228973,2016-07-13 08:00:00,0.0613
short_range,18228973,2016-07-13 09:00:00,0.0612
short_range,18228973,2016-07-13 10:00:00,0.0612
short_range,18228973,2016-07-13 11:00:00,0.0612
short_range,18228973,2016-07-13 12:00:00,0.0611
short_range,18228973,2016-07-13 13:00:00,0.0611
short_range,18228973,2016-07-13 14:00:00,0.0611
short_range,18228973,2016-07-13 15:00:00,0.061
