COMID,Discharge,StageHeight
1.822901700000000000e+07,7.559999999999998943e-01,2.257042270454077959e-01
1.822901100000000000e+07,5.759999999999999842e-02,1.075125482751957372e-02
1.822902700000000000e+07,9.729999999999999760e-02,1.799084997807608860e-02
1.822890900000000000e+07,7.580000000000000626e-02,3.116634566415649524e-02
1.822901300000000000e+07,1.480000000000000066e-02,nan
1.822899700000000000e+07,1.231800000000000006e+00,1.164402581936784670e-01
1.822898500000000000e+07,6.799999999999999621e-03,9.612091003745191131e-04
1.822903100000000000e+07,3.985000000000000209e-01,1.277675358526244864e-01
1.822879100000000000e+07,6.004699999999999704e+00,2.966327625946983404e-01
1.823014900000000000e+07,6.569999999999999452e-02,1.902538475164098491e-02
1.822904900000000000e+07,1.100000000000000066e-03,6.004492413122701575e-04
1.823014700000000000e+07,5.100000000000000366e-03,nan
1.822895100000000000e+07,1.297600000000000087e+00,1.153506336752836287e-01
1.822898100000000000e+07,8.340000000000000191e-02,1.507940310874825683e-02
1.822880300000000000e+07,8.733999999999999542e-01,1.947061461919840086e-01
1.823014300000000000e+07,4.000000000000000083e-03,1.174132975436171979e-03
1.822904300000000000e+07,1.590000000000000094e-02,2.558824838890209809e-03
1.822891100000000000e+07,7.879999999999999505e-02,2.315717597926598287e-02
1.822892500000000000e+07,8.400000000000000522e-02,1.525287534449796395e-02
1.822900500000000000e+07,1.820000000000000090e-02,9.916027637279728121e-03
1.822901500000000000e+07,2.652999999999999803e-01,7.686478789421972990e-02
1.822892900000000000e+07,1.300799999999999956e+00,9.516262184337559438e-02
1.822891900000000000e+07,5.416999999999999593e-01,8.586733163261872637e-02
1.822895300000000000e+07,3.000000000000000062e-03,4.496541931062231386e-04
1.822896300000000000e+07,2.720000000000000195e-01,1.846766716870157088e-01
1.822900300000000000e+07,8.600000000000000006e-03,9.081282153748671546e-04
1.822890500000000000e+07,1.032799999999999940e+00,1.591821125358998945e-01
1.822902900000000000e+07,1.389999999999999916e-02,4.457473121247274364e-03
1.822900100000000000e+07,4.599999999999999922e-03,9.383786285897493910e-04
1.823015100000000000e+07,8.999999999999999754e-04,4.808028229119300136e-04
1.823014500000000000e+07,5.999999999999999474e-04,2.309697714917073553e-04
1.822897100000000000e+07,4.039999999999999841e-02,1.316729621737381707e-02
1.822890300000000000e+07,2.656999999999999917e-01,5.564715661190732660e-02
1.822896100000000000e+07,1.290000000000000001e-02,2.710198255534466451e-03
1.822996700000000000e+07,1.000000000000000021e-02,3.183443092870237318e-03
1.822904700000000000e+07,1.290000000000000001e-02,2.567017154276214630e-03
1.822903900000000000e+07,4.359999999999999987e-02,9.629388188229235160e-03
1.822891300000000000e+07,4.576000000000000068e-01,5.176929090056394539e-02
1.822891700000000000e+07,3.672099999999999920e+00,3.787434501642528151e-01
1.822894900000000000e+07,7.307000000000000162e-01,9.276228307263650885e-02
1.822896700000000000e+07,2.336000000000000021e-01,3.448433192427572541e-02
1.822902300000000000e+07,3.969999999999999918e-02,5.496055168996458878e-03
1.822905300000000000e+07,1.060000000000000005e-02,2.785304207480041993e-03
1.822885900000000000e+07,5.121100000000000207e+00,3.089124322227126407e-01
1.822904500000000000e+07,1.389999999999999916e-02,2.129624719160630453e-03
1.822884700000000000e+07,8.712999999999999634e-01,2.173210411486278804e-01
1.822897700000000000e+07,1.456000000000000072e-01,1.954304411281659187e-02
1.822897300000000000e+07,7.099999999999999367e-02,1.896959891461199449e-02
