COMID,Discharge,StageHeight
1.822901700000000000e+07,7.560999999999999943e-01,2.257340821018953003e-01
1.822901100000000000e+07,6.940000000000000335e-02,1.295376883732393160e-02
1.822902700000000000e+07,9.769999999999999518e-02,1.806481030686571398e-02
1.822890900000000000e+07,7.589999999999999525e-02,3.120746221516461361e-02
1.822901300000000000e+07,1.919999999999999832e-02,nan
1.822899700000000000e+07,1.231700000000000017e+00,1.164308053394656345e-01
1.822898500000000000e+07,7.799999999999999642e-03,1.102563379841360169e-03
1.822903100000000000e+07,3.982999999999999874e-01,1.277034116188213997e-01
1.822879100000000000e+07,6.034200000000000230e+00,2.980900654568802155e-01
1.823014900000000000e+07,6.560000000000000553e-02,1.899642678398247991e-02
1.822904900000000000e+07,1.100000000000000066e-03,6.004492413122701575e-04
1.823014700000000000e+07,5.100000000000000366e-03,nan
1.822895100000000000e+07,1.298699999999999966e+00,1.154484185836088389e-01
1.822898100000000000e+07,8.340000000000000191e-02,1.507940310874825683e-02
1.822880300000000000e+07,8.740000000000001101e-01,1.948399035628509968e-01
1.823014300000000000e+07,4.300000000000000003e-03,1.262192948593884954e-03
1.822904300000000000e+07,1.590000000000000094e-02,2.558824838890209809e-03
1.822891100000000000e+07,7.889999999999999791e-02,2.318656325842748805e-02
1.822892500000000000e+07,8.369999999999999662e-02,1.519840078969618424e-02
1.822900500000000000e+07,2.450000000000000094e-02,1.334849874249193977e-02
1.822901500000000000e+07,2.656000000000000028e-01,7.695170623710802238e-02
1.822892900000000000e+07,1.301800000000000068e+00,9.523577884048765874e-02
1.822891900000000000e+07,5.419000000000000483e-01,8.589903454258093762e-02
1.822895300000000000e+07,3.000000000000000062e-03,4.496541931062231386e-04
1.822896300000000000e+07,2.722999999999999865e-01,1.848803591925528567e-01
1.822900300000000000e+07,8.600000000000000006e-03,9.081282153748671546e-04
1.822890500000000000e+07,1.060499999999999998e+00,1.634514236486462324e-01
1.822902900000000000e+07,1.389999999999999916e-02,4.457473121247274364e-03
1.822900100000000000e+07,4.599999999999999922e-03,9.383786285897493910e-04
1.823015100000000000e+07,8.999999999999999754e-04,4.808028229119300136e-04
1.823014500000000000e+07,5.999999999999999474e-04,2.309697714917073553e-04
1.822897100000000000e+07,4.039999999999999841e-02,1.316729621737381707e-02
1.822890300000000000e+07,2.661000000000000032e-01,5.573093102908747293e-02
1.822896100000000000e+07,1.409999999999999969e-02,2.962309721165579720e-03
1.822996700000000000e+07,1.110000000000000049e-02,3.533621833085963306e-03
1.822904700000000000e+07,1.290000000000000001e-02,2.567017154276214630e-03
1.822903900000000000e+07,4.370000000000000273e-02,9.651473940954531996e-03
1.822891300000000000e+07,4.579999999999999627e-01,5.181454377722526788e-02
1.822891700000000000e+07,3.663400000000000212e+00,3.778461249235380293e-01
1.822894900000000000e+07,7.463999999999999524e-01,9.475539631232501869e-02
1.822896700000000000e+07,2.472999999999999921e-01,3.650674351401278495e-02
1.822902300000000000e+07,3.960000000000000325e-02,5.482211201316367077e-03
1.822905300000000000e+07,1.060000000000000005e-02,2.785304207480041993e-03
1.822885900000000000e+07,5.145800000000000374e+00,3.104023732658285906e-01
1.822904500000000000e+07,1.389999999999999916e-02,2.129624719160630453e-03
1.822884700000000000e+07,8.719000000000000083e-01,2.174706941093637880e-01
1.822897700000000000e+07,1.582000000000000073e-01,2.123426908411802511e-02
1.822897300000000000e+07,7.109999999999999654e-02,1.899631665956215409e-02
