COMID, Height(ft), Flowrate(ft^3/s)
18227523,1.417753,26.486000
18227523,1.418229,26.486301
18227523,1.424329,26.486017
18227523,1.430675,26.486172
18227523,1.436623,26.486183
18227523,1.440531,26.485954
18227523,1.430330,26.680700
18227523,1.512773,30.577051
18227523,1.610070,35.698326
18227523,1.687029,40.657352
18227523,1.748651,45.597095
18227523,1.811576,50.728775
18227523,1.869474,55.635853
18227523,1.924837,60.420498
18227523,1.982503,65.489182
18227523,2.041691,70.783905
18227523,2.097295,75.844215
18227523,2.149448,80.691223
18227523,2.201036,85.613945
18227523,2.252228,90.636360
18227523,2.300653,95.568901
18227523,2.350636,100.852051
18227523,2.395875,105.833115
18227523,2.437922,110.654167
18227523,2.482534,115.976753
18227523,2.522923,120.980949
18227523,2.562183,126.013924
18227523,2.597610,130.676880
18227523,2.635735,135.819717
18227523,2.673687,141.077850
18227523,2.707495,145.892838
18227523,2.743377,151.130569
18227523,2.776593,156.115875
18227523,2.808464,161.019196
18227523,2.840131,166.012070
18227523,2.872281,171.205887
18227523,2.902235,176.174133
18227523,2.931735,181.189392
18227523,2.959040,185.955338
18227523,2.987813,191.086716
18227523,3.016477,196.324692
18227523,3.043154,201.334183
18227523,3.068690,206.249344
18227523,3.094854,211.401123
18227523,3.119208,216.326126
18227523,3.143479,221.348984
18227523,3.166479,226.229919
18227523,3.189998,231.331940
18227523,3.212032,236.240417
18227523,3.234664,241.394424
18227523,3.256824,246.568832
18227523,3.277751,251.589035
18227523,3.298117,256.593384
18227523,3.317490,261.468414
18227523,3.337169,266.522583
18227523,3.356168,271.503540
18227523,3.375535,276.667603
18227523,3.393835,281.645081
18227523,3.411732,286.585632
18227523,3.430216,291.752533
18227523,3.448025,296.814514
18227523,3.465276,301.792755
18227523,3.481670,306.599976
18227523,3.499203,311.812836
18227523,3.515738,316.795074
18227523,3.532201,321.826233
18227523,3.548022,326.735077
18227523,3.564485,331.907928
18227523,3.580331,336.913055
18227523,3.596440,342.006989
18227523,3.612221,347.012665
18227523,3.627815,351.975983
18227523,3.642989,356.828583
18227523,3.659176,362.018768
18227523,3.675174,367.192352
18227523,3.689757,371.929474
18227523,3.705305,376.997467
18227523,3.720079,381.844421
18227523,3.736634,387.292786
18227523,3.750984,392.053894
18227523,3.766142,397.103546
18227523,3.780646,401.964264
18227523,3.796808,407.394958
18227523,3.811279,412.302612
18227523,3.826076,417.345184
18227523,3.840558,422.310425
18227523,3.855860,427.577271
18227523,3.869705,432.365967
18227523,3.884285,437.444916
18227523,3.897736,442.164001
18227523,3.912270,447.278595
18227523,3.927202,452.575836
18227523,3.940695,457.402618
18227523,3.954803,462.465332
18227523,3.968579,467.453522
18227523,3.983173,472.754608
18227523,3.996289,477.580383
18227523,4.009541,482.472870
18227523,4.023156,487.518280
18227523,4.037585,492.906219
18227523,4.050256,497.678284
18227523,4.063159,502.555939
18227523,4.076480,507.631744
18227523,4.089475,512.607910
18227523,4.103143,517.883240
18227523,4.115942,522.860474
18227523,4.128553,527.788269
18227523,4.141142,532.760254
18227523,4.154354,537.984680
18227523,4.167021,543.043518
18227523,4.178878,547.811707
18227523,4.190974,552.692200
18227523,4.204400,558.146545
18227523,4.216624,563.149597
18227523,4.228573,568.062500
18227523,4.240128,572.852661
18227523,4.252018,577.796326
18227523,4.264672,583.095703
18227523,4.276269,587.998413
18227523,4.288048,592.982300
18227523,4.299728,597.963806
18227523,4.312027,603.236328
18227523,4.323412,608.140076
18227523,4.335036,613.184814
18227523,4.346598,618.219238
18227523,4.358747,623.543335
18227523,4.369980,628.496887
18227523,4.381151,633.438416
18227523,4.392251,638.383240
18227523,4.403291,643.337158
18227523,4.414878,648.536560
18227523,4.425709,653.434387
18227523,4.436877,658.499878
18227523,4.447602,663.399048
18227523,4.458799,668.535278
18227523,4.469560,673.489563
18227523,4.480213,678.427917
18227523,4.490761,683.343384
18227523,4.502132,688.650818
18227523,4.512700,693.623840
18227523,4.523441,698.700989
18227523,4.533947,703.691345
18227523,4.544294,708.617798
18227523,4.555341,713.878601
18227523,4.565804,718.891113
18227523,4.575640,723.610229
18227523,4.586326,728.759827
18227523,4.597238,734.030579
18227523,4.607516,739.010254
18227523,4.617621,743.929199
18227523,4.627333,748.675537
18227523,4.637887,753.846313
18227523,4.648491,759.054504
18227523,4.658694,764.081909
18227523,4.668481,768.927063
18227523,4.678251,773.780701
18227523,4.688861,779.053589
18227523,4.698855,784.051636
18227523,4.708885,789.083618
18227523,4.718888,794.112061
18227523,4.729324,799.379639
18227523,4.738792,804.171814
18227523,4.748724,809.222900
18227523,4.758517,814.229065
18227523,4.767969,819.061890
18227523,4.778317,824.369019
18227523,4.788107,829.412598
18227523,4.797637,834.331238
18227523,4.807024,839.197266
18227523,4.817054,844.401550
18227523,4.826509,849.331848
18227523,4.835968,854.282288
18227523,4.845610,859.334045
18227523,4.855853,864.719482
18227523,4.865085,869.606689
18227523,4.874452,874.562012
18227523,4.883592,879.421326
18227523,4.893110,884.487305
18227523,4.903018,889.783386
18227523,4.912156,894.687866
18227523,4.921119,899.508301
18227523,4.930626,904.641663
18227523,4.940308,909.875305
18227523,4.949327,914.778015
18227523,4.958510,919.783203
18227523,4.967566,924.737854
18227523,4.977211,930.022705
18227523,4.986096,934.912720
18227523,4.995174,939.915405
18227523,5.004062,944.835815
18227523,5.013084,949.839478
18227523,5.022575,955.119812
18227523,5.031362,960.030273
18227523,5.040214,964.984192
18227523,5.048976,969.911316
18227523,5.058461,975.253052
18227523,5.066942,980.054382
18227523,5.075578,984.952881
18227523,5.084593,990.074951
18227523,5.093527,995.171204
18227523,5.102221,1000.148438
18227523,5.111148,1005.267639
18227523,5.119659,1010.171753
18227523,5.128311,1015.170959
18227523,5.137225,1020.329346
18227523,5.145784,1025.304443
18227523,5.154400,1030.322021
18227523,5.162887,1035.296387
18227523,5.171667,1040.444580
18227523,5.180253,1045.491089
18227523,5.188379,1050.289673
18227523,5.197021,1055.398560
18227523,5.205771,1060.592651
18227523,5.214262,1065.649780
18227523,5.222484,1070.555298
18227523,5.230784,1075.529419
18227523,5.239045,1080.495605
18227523,5.247746,1085.727905
18227523,5.255997,1090.722778
18227523,5.264029,1095.587036
18227523,5.272316,1100.625000
18227523,5.280922,1105.867432
18227523,5.289055,1110.835205
18227523,5.297139,1115.791992
18227523,5.304934,1120.586304
18227523,5.313609,1125.922363
18227523,5.321696,1130.920044
18227523,5.329446,1135.720703
18227523,5.337598,1140.785645
18227523,5.345581,1145.765381
18227523,5.354082,1151.062256
18227523,5.361841,1155.921753
18227523,5.369773,1160.901123
18227523,5.377530,1165.774902
18227523,5.386194,1171.233643
18227523,5.393960,1176.139771
18227523,5.401824,1181.124023
18227523,5.409288,1185.870728
18227523,5.417749,1191.248169
18227523,5.425466,1196.178467
18227523,5.433360,1201.237305
18227523,5.441096,1206.197144
18227523,5.448757,1211.124268
18227523,5.456887,1216.357544
18227523,5.464370,1221.197754
18227523,5.472054,1226.177124
18227523,5.479921,1231.281860
18227523,5.487861,1236.449463
18227523,5.495384,1241.357910
18227523,5.503113,1246.415283
18227523,5.510640,1251.354370
18227523,5.518776,1256.694580
18227523,5.526263,1261.638794
18227523,5.533671,1266.534058
18227523,5.541135,1271.472778
18227523,5.548392,1276.290771
18227523,5.556404,1281.611328
18227523,5.563888,1286.603271
18227523,5.571447,1291.653320
18227523,5.578721,1296.523926
18227523,5.586443,1301.709961
18227523,5.593829,1306.683228
18227523,5.601342,1311.751343
18227523,5.608622,1316.685059
18227523,5.615974,1321.667236
18227523,5.623642,1326.878662
18227523,5.630876,1331.814941
18227523,5.638216,1336.826050
18227523,5.645469,1341.798340
18227523,5.653022,1346.987183
18227523,5.660279,1351.981689
18227523,5.667513,1356.979492
18227523,5.674685,1361.941650
18227523,5.682284,1367.214111
18227523,5.689249,1372.071655
18227523,5.696391,1377.051636
18227523,5.703491,1382.022583
18227523,5.710567,1386.988159
18227523,5.717907,1392.143311
18227523,5.724957,1397.116455
18227523,5.731995,1402.086914
18227523,5.738921,1406.999268
18227523,5.746358,1412.283936
18227523,5.753468,1417.346680
18227523,5.760387,1422.293701
18227523,5.767139,1427.134277
18227523,5.774678,1432.546875
18227523,5.781444,1437.424805
18227523,5.788268,1442.351196
18227523,5.795217,1447.383667
18227523,5.802018,1452.325195
18227523,5.809209,1457.554199
18227523,5.815902,1462.442871
18227523,5.822611,1467.351562
18227523,5.829340,1472.291016
18227523,5.836572,1477.612305
18227523,5.843327,1482.597656
18227523,5.850075,1487.592651
18227523,5.856811,1492.589600
18227523,5.863937,1497.884277
18227523,5.870519,1502.796509
18227523,5.877017,1507.654907
18227523,5.883606,1512.594971
18227523,5.890325,1517.645996
18227523,5.897378,1522.957397
18227523,5.903862,1527.860107
18227523,5.910239,1532.698242
18227523,5.916818,1537.697388
18227523,5.923862,1543.062378
18227523,5.930367,1548.030396
18227523,5.936798,1552.959595
18227523,5.943192,1557.875488
18227523,5.950006,1563.116089
18227523,5.956355,1568.024170
18227523,5.962710,1572.946655
18227523,5.969091,1577.898560
18227523,5.975492,1582.882202
18227523,5.982346,1588.225220
18227523,5.988717,1593.218384
18227523,5.995033,1598.171997
18227523,6.001227,1603.040771
18227523,6.007949,1608.336304
18227523,6.014314,1613.357544
18227523,6.020348,1618.139526
18227523,6.026798,1623.258789
18227523,6.033350,1628.466309
18227523,6.039525,1633.389771
18227523,6.045814,1638.419678
18227523,6.052008,1643.377563
18227523,6.058169,1648.332886
18227523,6.064744,1653.618408
18227523,6.070847,1658.545532
18227523,6.076831,1663.388672
18227523,6.083038,1668.415039
18227523,6.089561,1673.715576
18227523,6.095620,1678.653076
18227523,6.101535,1683.480591
18227523,6.107713,1688.538330
18227523,6.114200,1693.851440
18227523,6.120191,1698.781982
18227523,6.126080,1703.644165
18227523,6.132139,1708.645386
18227523,6.138179,1713.647095
18227523,6.144501,1718.893677
18227523,6.150335,1723.743164
18227523,6.156355,1728.762695
18227523,6.162283,1733.709595
18227523,6.168481,1738.900635
18227523,6.174554,1743.993652
18227523,6.180404,1748.909424
18227523,6.186339,1753.914551
18227523,6.192510,1759.131958
18227523,6.198323,1764.050903
18227523,6.204213,1769.047607
18227523,6.210085,1774.037598
18227523,6.215676,1778.803589
18227523,6.222077,1784.266479
18227523,6.227874,1789.221802
18227523,6.233638,1794.165771
18227523,6.239396,1799.108887
18227523,6.245358,1804.238770
18227523,6.251283,1809.346924
18227523,6.256998,1814.282471
18227523,6.262694,1819.218872
18227523,6.268435,1824.197510
18227523,6.274406,1829.380249
18227523,6.280197,1834.423584
18227523,6.285813,1839.319214
18227523,6.291483,1844.272461
18227523,6.297579,1849.608521
18227523,6.303110,1854.453613
18227523,6.308855,1859.497681
18227523,6.314482,1864.447021
18227523,6.320499,1869.739380
18227523,6.326007,1874.606689
18227523,6.331683,1879.617188
18227523,6.337192,1884.493652
18227523,6.342789,1889.456909
18227523,6.348825,1894.811279
18227523,6.354206,1899.597778
18227523,6.359895,1904.665039
18227523,6.365453,1909.620483
18227523,6.371227,1914.779541
18227523,6.376935,1919.884766
18227523,6.382395,1924.778931
18227523,6.387914,1929.739502
18227523,6.393845,1935.069702
18227523,6.399179,1939.875610
18227523,6.404711,1944.863403
18227523,6.410141,1949.769287
18227523,6.415719,1954.817627
18227523,6.421486,1960.041382
18227523,6.426988,1965.038330
18227523,6.432339,1969.903687
18227523,6.437907,1974.972412
18227523,6.443576,1980.144897
18227523,6.448987,1985.089600
18227523,6.454515,1990.148438
18227523,6.459757,1994.958740
18227523,6.465611,2000.326538
18227523,6.470873,2005.169922
18227523,6.476430,2010.287354
18227523,6.481729,2015.176025
18227523,6.487116,2020.152954
18227523,6.492851,2025.459351
18227523,6.498173,2030.392700
18227523,6.503488,2035.330078
18227523,6.508845,2040.314697
18227523,6.514439,2045.525146
18227523,6.519685,2050.419678
18227523,6.525089,2055.462646
18227523,6.530332,2060.357910
18227523,6.536057,2065.700684
18227523,6.541263,2070.565918
18227523,6.546667,2075.614258
18227523,6.551919,2080.522217
18227523,6.557261,2085.516846
18227523,6.562769,2090.668457
18227523,6.568140,2095.693359
18227523,6.573324,2100.544922
18227523,6.578777,2105.648682
18227523,6.584396,2110.912354
18227523,6.589695,2115.877197
18227523,6.594832,2120.690918
18227523,6.600086,2125.620361
18227523,6.605820,2130.996582
18227523,6.611096,2135.949707
18227523,6.616382,2140.915771
18227523,6.621509,2145.728760
18227523,6.626929,2150.829590
18227523,6.632549,2156.112549
18227523,6.637683,2160.938965
18227523,6.643018,2165.961914
18227523,6.648218,2170.855469
18227523,6.653950,2176.253174
18227523,6.659143,2181.149902
18227523,6.664449,2186.148682
18227523,6.669508,2190.923340
18227523,6.675148,2196.246094
18227523,6.680508,2201.307861
18227523,6.685587,2206.108643
18227523,6.690879,2211.110352
18227523,6.696237,2216.178223
18227523,6.701821,2221.463867
18227523,6.707025,2226.387695
18227523,6.712241,2231.329590
18227523,6.717477,2236.291748
18227523,6.723029,2241.551025
18227523,6.728281,2246.536865
18227523,6.733445,2251.433350
18227523,6.738704,2256.428223
18227523,6.744269,2261.714355
18227523,6.749420,2266.610352
18227523,6.754672,2271.605469
18227523,6.759803,2276.487549
18227523,6.765082,2281.510010
18227523,6.770633,2286.796631
18227523,6.775712,2291.631592
18227523,6.780965,2296.639160
18227523,6.786027,2301.469482
18227523,6.791722,2306.901367
18227523,6.796870,2311.814209
18227523,6.802077,2316.787109
18227523,6.807221,2321.708496
18227523,6.812451,2326.708496
18227523,6.817973,2331.987549
18227523,6.823146,2336.939941
18227523,6.828255,2341.832031
18227523,6.833448,2346.807617
18227523,6.838947,2352.077148
18227523,6.844124,2357.041748
18227523,6.849173,2361.887451
18227523,6.854367,2366.872803
18227523,6.859866,2372.154297
18227523,6.865053,2377.145508
18227523,6.870138,2382.036377
18227523,6.875391,2387.088379
18227523,6.880535,2392.044922
18227523,6.885906,2397.213867
18227523,6.891083,2402.206787
18227523,6.896191,2407.136963
18227523,6.901263,2412.029785
18227523,6.906821,2417.397705
18227523,6.911883,2422.290527
18227523,6.916981,2427.219482
18227523,6.922205,2432.278076
18227523,6.927644,2437.538086
18227523,6.932773,2442.507080
18227523,6.937871,2447.451172
18227523,6.942946,2452.370117
18227523,6.948078,2457.349121
18227523,6.953429,2462.544189
18227523,6.958504,2467.471191
18227523,6.963687,2472.512939
18227523,6.968688,2477.370605
18227523,6.974238,2482.772705
18227523,6.979207,2487.614014
18227523,6.984377,2492.649170
18227523,6.989314,2497.461426
18227523,6.994836,2502.841553
18227523,6.999918,2507.800781
18227523,7.004872,2512.638672
