COMID, Height(ft), Flowrate(ft^3/s)
18228841,0.954395,35.314667
18228841,0.960836,35.570454
18228841,1.029566,38.806053
18228841,1.098067,42.172707
18228841,1.161607,45.482006
18228841,1.224830,48.951424
18228841,1.282307,52.334991
18228841,1.335819,55.704048
18228841,1.385634,59.058662
18228841,1.431763,62.362206
18228841,1.476349,65.720451
18228841,1.520133,69.155830
18228841,1.559526,72.433739
18228841,1.597826,75.765213
18228841,1.634503,79.184166
18228841,1.667562,82.595291
18228841,1.693619,85.905220
18228841,1.715870,89.321709
18228841,1.735082,92.597275
18228841,1.754624,95.933563
18228841,1.774884,99.378860
18228841,1.794486,102.763275
18228841,1.813883,106.145401
18228841,1.831797,109.359039
18228841,1.851659,112.874649
18228841,1.870245,116.236603
18228841,1.888257,119.548981
18228841,1.906767,122.965103
18228841,1.924601,126.315582
18228841,1.942355,129.694199
18228841,1.959473,133.002167
18228841,1.976742,136.365997
18228841,1.993872,139.741837
18228841,2.009998,143.049362
18228841,2.026536,146.473892
18228841,2.042791,149.878983
18228841,2.057971,153.188065
18228841,2.073220,156.554825
18228841,2.088526,159.968628
18228841,2.102479,163.191162
18228841,2.117842,166.669373
18228841,2.131984,169.978363
18228841,2.146207,173.333038
18228841,2.160952,176.805344
18228841,2.174238,180.062317
18228841,2.188024,183.438690
18228841,2.202122,186.893539
18228841,2.215007,190.164566
18228841,2.228175,193.500778
18228841,2.242085,197.001114
18228841,2.255045,200.341125
18228841,2.268311,203.752594
18228841,2.281000,207.088608
18228841,2.293579,210.419830
18228841,2.305949,213.739975
18228841,2.318403,217.089966
18228841,2.330687,220.440567
18228841,2.343583,223.918884
18228841,2.355659,227.264389
18228841,2.367219,230.576202
18228841,2.379139,234.009033
18228841,2.391507,237.527267
18228841,2.405953,241.487518
18228841,2.420883,245.608414
18228841,2.434565,249.490112
18228841,2.448402,253.403442
18228841,2.462822,257.503143
18228841,2.476129,261.386780
18228841,2.489502,265.347900
18228841,2.502465,269.228424
18228841,2.515841,273.227997
18228841,2.529128,277.277802
18228841,2.541814,281.203247
18228841,2.554341,285.102814
18228841,2.567012,289.077606
18228841,2.579368,293.030426
18228841,2.591658,296.967804
18228841,2.604380,301.043091
18228841,2.616256,304.937225
18228841,2.627994,308.833221
18228841,2.640022,312.844543
18228841,2.651539,316.731964
18228841,2.663136,320.680969
18228841,2.675312,324.800751
18228841,2.686495,328.685272
18228841,2.697611,332.600433
18228841,2.708681,336.512177
18228841,2.720127,340.565430
18228841,2.730762,344.443085
18228841,2.742052,348.471436
18228841,2.752889,352.398560
18228841,2.764103,356.448944
18228841,2.774529,360.271393
18228841,2.785452,364.241852
18228841,2.796640,368.287476
18228841,2.807275,372.217621
18228841,2.817977,376.188782
18228841,2.828617,380.122833
18228841,2.839448,384.135651
18228841,2.849733,388.026611
18228841,2.860760,392.055328
18228841,2.871037,395.927887
18228841,2.881697,399.924805
18228841,2.892340,403.882202
18228841,2.902832,407.867798
18228841,2.913043,411.764771
18228841,2.923455,415.738037
18228841,2.934175,419.757904
18228841,2.944166,423.629089
18228841,2.954628,427.634827
18228841,2.964966,431.571014
18228841,2.975137,435.512817
18228841,2.985481,439.544006
18228841,2.995613,443.498871
18228841,3.005742,447.428711
18228841,3.015697,451.401245
18228841,3.025601,455.349060
18228841,3.035691,459.386963
18228841,3.045492,463.306183
18228841,3.054821,467.137115
18228841,3.065010,471.247742
18228841,3.074556,475.128845
18228841,3.084033,479.072388
18228841,3.093856,483.145966
18228841,3.102963,486.997742
18228841,3.112222,490.872803
18228841,3.121871,494.943176
18228841,3.131125,498.887848
18228841,3.140487,502.857544
18228841,3.149634,506.791260
18228841,3.158911,510.802277
18228841,3.167609,514.651978
18228841,3.176981,518.661560
18228841,3.186187,522.698730
18228841,3.195138,526.653992
18228841,3.203844,530.505737
18228841,3.212723,534.487488
18228841,3.221596,538.471680
18228841,3.230357,542.434326
18228841,3.238756,546.251160
18228841,3.247986,550.422852
18228841,3.256415,554.342468
18228841,3.264528,558.165588
18228841,3.273461,562.241638
18228841,3.281755,566.182007
18228841,3.289691,570.016174
18228841,3.298511,574.138428
18228841,3.306614,578.088074
18228841,3.314626,582.013550
18228841,3.322500,585.911255
18228841,3.330689,589.911682
18228841,3.338625,593.899780
18228841,3.346299,597.814453
18228841,3.354423,601.869995
18228841,3.362142,605.834351
18228841,3.369567,609.747620
18228841,3.377015,613.661194
18228841,3.384724,617.668335
18228841,3.392097,621.641602
18228841,3.399183,625.494141
18228841,3.406851,629.601135
18228841,3.413894,633.522156
18228841,3.420876,637.438965
18228841,3.427995,641.424194
18228841,3.435046,645.381531
18228841,3.441677,649.248474
18228841,3.448661,653.302917
18228841,3.455453,657.286804
18228841,3.461985,661.156616
18228841,3.468691,665.165833
18228841,3.475331,669.156433
18228841,3.481647,673.031494
18228841,3.488261,677.070801
18228841,3.494422,680.946960
18228841,3.500991,684.998596
18228841,3.507284,688.934753
18228841,3.513517,692.910156
18228841,3.519518,696.804993
18228841,3.525948,700.829102
18228841,3.531791,704.684753
18228841,3.537992,708.741394
18228841,3.543753,712.593811
18228841,3.549928,716.621460
18228841,3.555974,720.622253
18228841,3.561768,724.549255
18228841,3.567690,728.485107
18228841,3.573455,732.397583
18228841,3.579265,736.374023
18228841,3.584954,740.286499
18228841,3.591086,744.345581
18228841,3.596867,748.324158
18228841,3.602323,752.155457
18228841,3.608297,756.244507
18228841,3.614045,760.181396
18228841,3.619724,764.116455
18228841,3.625203,768.014526
18228841,3.630800,771.928101
18228841,3.636732,776.050049
18228841,3.642064,779.894775
