COMID, Height(ft), Flowrate(ft^3/s)
18205348,2.056803,35.314663
18205348,2.065439,35.553467
18205348,2.201516,39.314335
18205348,2.331985,43.140785
18205348,2.458253,47.061241
18205348,2.573903,50.864704
18205348,2.659941,54.674522
18205348,2.717612,58.510540
18205348,2.775206,62.253544
18205348,2.831722,65.887596
18205348,2.895496,69.864525
18205348,2.958466,73.798470
18205348,3.014919,77.404915
18205348,3.079408,81.443314
18205348,3.157753,86.094513
18205348,3.246704,91.292686
18205348,3.331873,96.408226
18205348,3.417100,101.676651
18205348,3.497431,106.777214
18205348,3.582910,112.323738
18205348,3.661175,117.540909
18205348,3.737106,122.734993
18205348,3.813169,128.048477
18205348,3.885345,133.200424
18205348,3.957966,138.505508
18205348,4.024386,143.463150
18205348,4.096703,148.946381
18205348,4.165010,154.233246
18205348,4.228487,159.257492
18205348,4.294583,164.561722
18205348,4.357533,169.706223
18205348,4.423415,175.188538
18205348,4.485253,180.427612
18205348,4.544374,185.513138
18205348,4.606427,190.928955
18205348,4.664977,196.136246
18205348,4.721405,201.223099
18205348,4.780036,206.585571
18205348,4.834771,211.674210
18205348,4.892657,217.116486
18205348,4.946952,222.295761
18205348,4.998884,227.326187
18205348,5.053898,232.719162
18205348,5.107651,238.051575
18205348,5.158376,243.153915
18205348,5.210961,248.511383
18205348,5.259715,253.543167
18205348,5.311886,258.975433
18205348,5.361726,264.239594
18205348,5.410502,269.448700
18205348,5.457435,274.515198
18205348,5.507385,279.966675
18205348,5.554698,285.196716
18205348,5.601726,290.440033
18205348,5.647185,295.565399
18205348,5.694446,300.951324
18205348,5.739708,306.167145
18205348,5.784334,311.352570
18205348,5.829118,316.612366
18205348,5.873094,321.828918
18205348,5.917388,327.127075
18205348,5.959882,332.264587
18205348,6.002874,337.509155
18205348,6.046070,342.823486
18205348,6.088379,348.077148
18205348,6.130499,353.355042
18205348,6.170204,358.377838
18205348,6.211292,363.616394
18205348,6.253570,369.051697
18205348,6.293839,374.274384
18205348,6.333990,379.522125
18205348,6.373340,384.716217
18205348,6.413140,390.004944
18205348,6.451073,395.086365
18205348,6.490495,400.407562
18205348,6.528790,405.618988
18205348,6.566690,410.811981
18205348,6.605476,416.175568
18205348,6.643153,421.421234
18205348,6.679994,426.584564
18205348,6.717254,431.849640
18205348,6.753356,436.987213
18205348,6.790141,442.257599
18205348,6.826529,447.508545
18205348,6.862753,452.771088
18205348,6.897841,457.906219
18205348,6.934859,463.361633
18205348,6.970577,468.651031
18205348,7.003510,473.590515
18205348,7.039876,479.046265
18205348,7.074666,484.298279
18205348,7.108110,489.415039
18205348,7.142592,494.691376
18205348,7.177661,500.078979
18205348,7.209255,505.001862
18205348,7.243153,510.286682
18205348,7.278111,515.772827
18205348,7.309311,520.727112
18205348,7.343287,526.121460
18205348,7.375945,531.337036
18205348,7.408527,536.601074
18205348,7.441116,541.870056
18205348,7.473930,547.206726
18205348,7.504813,552.285339
18205348,7.536939,557.565979
18205348,7.568330,562.758972
18205348,7.598675,567.833008
18205348,7.631499,573.322327
18205348,7.662851,578.596191
18205348,7.694770,583.995422
18205348,7.724557,589.083618
18205348,7.755725,594.412598
18205348,7.786047,599.627869
18205348,7.815341,604.711426
18205348,7.845952,610.030457
18205348,7.876870,615.422363
18205348,7.905757,620.513977
18205348,7.935751,625.807007
18205348,7.965847,631.105957
18205348,7.993812,636.107544
18205348,8.023884,641.494812
18205348,8.053406,646.808960
18205348,8.081503,651.910522
18205348,8.109941,657.081299
18205348,8.140043,662.575134
18205348,8.167706,667.671814
18205348,8.196149,672.917419
18205348,8.224538,678.175781
18205348,8.251440,683.194763
18205348,8.279771,688.489746
18205348,8.308268,693.841736
18205348,8.335020,698.910400
18205348,8.363205,704.251038
18205348,8.391227,709.586121
18205348,8.417795,714.685181
18205348,8.445689,720.042725
18205348,8.473435,725.396118
18205348,8.499610,730.489197
18205348,8.527038,735.826660
18205348,8.554170,741.128052
18205348,8.579091,746.039307
18205348,8.607011,751.542358
18205348,8.633737,756.827515
18205348,8.659052,761.880432
18205348,8.685739,767.204773
18205348,8.712690,772.608276
18205348,8.737536,777.628662
18205348,8.763724,782.920166
18205348,8.789973,788.247375
18205348,8.815089,793.380676
18205348,8.841142,798.709656
18205348,8.866493,803.886475
18205348,8.891634,809.089417
18205348,8.917303,814.403198
18205348,8.942710,819.683411
18205348,8.967178,824.797729
18205348,8.992756,830.154907
18205348,9.017162,835.287598
18205348,9.041909,840.525818
18205348,9.067156,845.871704
18205348,9.092011,851.159363
18205348,9.115797,856.251099
18205348,9.139892,861.411621
18205348,9.165108,866.836304
18205348,9.188904,871.984070
18205348,9.213409,877.290466
18205348,9.237765,882.580994
18205348,9.262033,887.884216
18205348,9.287050,893.350525
18205348,9.311598,898.740601
18205348,9.334761,903.856995
18205348,9.359554,909.339600
18205348,9.383918,914.749084
18205348,9.406594,919.812195
18205348,9.431686,925.421936
18205348,9.455794,930.829651
18205348,9.478891,936.042114
18205348,9.502271,941.323730
18205348,9.526700,946.861755
18205348,9.550643,952.306580
18205348,9.572845,957.388733
18205348,9.596693,962.850525
18205348,9.620157,968.238464
18205348,9.642884,973.494324
18205348,9.666010,978.842041
18205348,9.689796,984.342285
18205348,9.712139,989.561462
18205348,9.735466,995.014038
18205348,9.758418,1000.397766
18205348,9.780528,1005.610229
18205348,9.803445,1011.020752
18205348,9.826441,1016.467651
18205348,9.848206,1021.651184
18205348,9.870997,1027.085815
18205348,9.893215,1032.397095
18205348,9.914682,1037.554810
18205348,9.937838,1043.131348
18205348,9.960010,1048.485352
18205348,9.981585,1053.725342
18205348,10.003501,1059.049072
18205348,10.025899,1064.512207
18205348,10.047366,1069.775879
18205348,10.069482,1075.204468
18205348,10.090843,1080.462891
18205348,10.112218,1085.752930
18205348,10.134176,1091.194946
18205348,10.155666,1096.537720
18205348,10.176732,1101.803833
18205348,10.198153,1107.160400
18205348,10.219984,1112.641602
18205348,10.240620,1117.851196
18205348,10.261591,1123.152222
18205348,10.283622,1128.739746
18205348,10.303819,1133.888916
18205348,10.325374,1139.391113
18205348,10.346506,1144.805420
18205348,10.366446,1149.941650
18205348,10.387651,1155.410767
18205348,10.408257,1160.728760
18205348,10.428625,1166.028931
18205348,10.448979,1171.334473
18205348,10.470119,1176.864136
18205348,10.489553,1181.973511
18205348,10.510495,1187.490723
18205348,10.531050,1192.923096
18205348,10.550404,1198.069214
18205348,10.570807,1203.500854
18205348,10.591129,1208.930542
18205348,10.610482,1214.129883
18205348,10.630286,1219.454590
18205348,10.650742,1224.975342
18205348,10.669337,1230.021851
18205348,10.689938,1235.613892
18205348,10.709800,1241.023438
18205348,10.728517,1246.143311
18205348,10.748163,1251.521484
18205348,10.768330,1257.056274
18205348,10.786729,1262.124268
18205348,10.806509,1267.572754
18205348,10.826706,1273.142090
18205348,10.845453,1278.327026
18205348,10.864970,1283.717407
18205348,10.884672,1289.159424
18205348,10.903432,1294.342896
18205348,10.922936,1299.719971
18205348,10.942884,1305.211304
18205348,10.962424,1310.575317
18205348,10.981558,1315.811035
18205348,11.001378,1321.211426
18205348,11.021588,1326.693970
18205348,11.040597,1331.806152
18205348,11.060654,1337.178833
18205348,11.081460,1342.715210
18205348,11.100902,1347.808716
18205348,11.121738,1353.243164
18205348,11.142999,1358.734619
18205348,11.163221,1363.850586
18205348,11.184835,1369.282104
18205348,11.206883,1374.757935
18205348,11.228127,1379.890991
18205348,11.250659,1385.307861
18205348,11.273803,1390.773071
18205348,11.296218,1395.893066
18205348,11.320004,1401.290161
18205348,11.344593,1406.783081
18205348,11.368376,1411.846436
18205348,11.394000,1417.336792
18205348,11.419770,1422.670044
18205348,11.446106,1427.987793
18205348,11.473405,1433.368286
18205348,11.501483,1438.814575
18205348,11.529494,1444.028442
18205348,11.558753,1449.378174
18205348,11.589101,1454.767578
18205348,11.619688,1460.025513
18205348,11.651585,1465.439331
18205348,11.685410,1471.218140
18205348,11.718707,1476.410522
18205348,11.753271,1481.804077
18205348,11.788878,1487.234863
18205348,11.824485,1492.300415
18205348,11.862188,1497.750732
18205348,11.901263,1503.272949
