COMID, Height(ft), Flowrate(ft^3/s)
18227465,3.897647,688.635986
18227465,3.899078,689.308777
18227465,4.241385,834.943604
18227465,4.592789,1003.986816
18227465,4.951542,1197.644287
18227465,5.335607,1427.824219
18227465,5.711657,1673.969604
18227465,6.074049,1929.762817
18227465,6.423862,2192.807129
18227465,6.764376,2463.650391
18227465,7.091513,2738.008057
18227465,7.402598,3013.094238
18227465,7.699567,3290.044922
18227465,7.984370,3569.384033
18227465,8.257497,3849.425781
18227465,8.521706,4131.092285
18227465,8.776774,4412.800781
18227465,9.024088,4694.569336
18227465,9.264830,4976.482910
18227465,9.499430,5258.244141
18227465,9.727714,5539.204102
18227465,9.952460,5821.778320
18227465,10.174429,6106.163574
18227465,10.392969,6391.064453
18227465,10.609015,6677.512695
18227465,10.821664,6963.261230
18227465,11.031408,7248.942871
18227465,11.238093,7533.967285
18227465,11.442703,7819.836426
18227465,11.645006,8105.898926
18227465,11.844524,8391.308594
18227465,12.041972,8677.982422
18227465,12.236414,8964.921875
18227465,12.426729,9250.818359
18227465,12.614389,9538.336914
18227465,12.798586,9826.004883
18227465,12.979218,10113.043945
18227465,13.157635,10400.653320
18227465,13.333274,10687.991211
18227465,13.506949,10975.777344
18227465,13.678573,11263.132812
18227465,13.848015,11550.459961
18227465,14.015292,11837.811523
18227465,14.180475,12124.987305
18227465,14.343963,12412.488281
18227465,14.505383,12699.691406
18227465,14.664465,12986.531250
18227465,14.822276,13274.708984
18227465,14.977450,13562.010742
18227465,15.130597,13849.182617
18227465,15.282562,14137.358398
18227465,15.431765,14423.767578
18227465,15.579540,14711.041992
18227465,15.726021,14998.725586
18227465,15.871818,15287.556641
18227465,16.015545,15574.138672
18227465,16.159107,15862.401367
18227465,16.301355,16149.662109
18227465,16.442310,16435.810547
18227465,16.583792,16724.046875
18227465,16.724039,17010.933594
18227465,16.863657,17297.798828
18227465,17.002729,17585.062500
18227465,17.141584,17873.427734
18227465,17.278963,18160.648438
18227465,17.415462,18447.855469
18227465,17.551310,18735.992188
18227465,17.685610,19022.884766
18227465,17.819197,19310.369141
18227465,17.951696,19597.417969
18227465,18.083706,19885.404297
18227465,18.214609,20173.316406
18227465,18.344160,20460.195312
18227465,18.473333,20748.306641
18227465,18.601013,21034.894531
18227465,18.728409,21322.656250
18227465,18.853733,21607.835938
18227465,18.979452,21896.134766
18227465,19.103928,22183.535156
18227465,19.228357,22472.791016
18227465,19.350817,22759.462891
18227465,19.472824,23046.919922
18227465,19.594013,23334.960938
18227465,19.713505,23621.453125
18227465,19.832384,23909.195312
18227465,19.949835,24196.337891
18227465,20.065868,24483.404297
18227465,20.181711,24772.669922
18227465,20.295603,25060.054688
18227465,20.408049,25346.726562
18227465,20.520170,25635.892578
18227465,20.630335,25922.664062
18227465,20.739971,26210.894531
18227465,20.848257,26497.390625
18227465,20.956181,26784.666016
18227465,21.064150,27074.494141
18227465,21.170513,27361.333984
18227465,21.276896,27649.523438
18227465,21.382694,27937.673828
18227465,21.487774,28224.191406
18227465,21.592871,28511.494141
18227465,21.697966,28799.503906
18227465,21.802954,29087.728516
18227465,21.907488,29375.718750
18227465,22.011538,29663.236328
18227465,22.115345,29951.185547
18227465,22.218929,30239.261719
18227465,22.321892,30527.023438
18227465,22.424603,30814.974609
18227465,22.526684,31102.191406
18227465,22.627539,31387.619141
18227465,22.729010,31676.486328
18227465,22.829868,31965.160156
18227465,22.930250,32254.068359
18227465,23.029282,32540.693359
18227465,23.128222,32828.390625
18227465,23.226551,33116.734375
18227465,23.323668,33403.441406
18227465,23.420755,33691.984375
18227465,23.516943,33980.144531
18227465,23.612148,34267.027344
18227465,23.707415,34555.921875
18227465,23.801968,34844.324219
18227465,23.895672,35131.468750
18227465,23.989563,35420.468750
18227465,24.082329,35707.292969
18227465,24.175196,35995.320312
18227465,24.267908,36283.488281
18227465,24.360859,36572.929688
18227465,24.452665,36859.542969
18227465,24.545147,37148.804688
18227465,24.636719,37435.593750
18227465,24.728241,37722.558594
18227465,24.820118,38011.539062
18227465,24.911093,38298.050781
18227465,25.002281,38586.218750
18227465,25.093790,38876.148438
18227465,25.184622,39164.421875
18227465,25.274944,39451.746094
18227465,25.364971,39739.101562
18227465,25.455345,40028.187500
18227465,25.544794,40315.082031
18227465,25.633963,40602.367188
18227465,25.723763,40892.902344
18227465,25.812590,41181.031250
18227465,25.900719,41467.960938
18227465,25.988804,41755.921875
18227465,26.076597,42043.980469
18227465,26.163540,42330.769531
18227465,26.250521,42619.328125
18227465,26.336943,42907.460938
18227465,26.422514,43193.792969
18227465,26.507904,43481.113281
18227465,26.593487,43770.761719
18227465,26.677856,44057.554688
18227465,26.762226,44345.828125
18227465,26.846041,44633.433594
18227465,26.929287,44920.042969
18227465,27.012367,45207.574219
18227465,27.096319,45499.949219
18227465,27.178642,45787.656250
18227465,27.260761,46075.894531
18227465,27.342508,46364.132812
18227465,27.423334,46649.968750
18227465,27.504911,46939.796875
18227465,27.585314,47226.230469
18227465,27.665510,47513.093750
18227465,27.746090,47802.816406
18227465,27.825949,48090.203125
18227465,27.905655,48378.406250
18227465,27.984453,48664.285156
18227465,28.063919,48954.179688
18227465,28.142153,49240.687500
18227465,28.220625,49529.277344
18227465,28.298296,49815.117188
18227465,28.377577,50108.437500
18227465,28.455063,50395.687500
18227465,28.532181,50682.585938
18227465,28.609425,50970.933594
18227465,28.686113,51257.933594
18227465,28.762554,51545.183594
18227465,28.839064,51833.277344
18227465,28.915709,52123.175781
18227465,28.991055,52408.273438
18227465,29.066927,52696.757812
18227465,29.142481,52984.996094
18227465,29.218197,53274.964844
18227465,29.293158,53562.144531
18227465,29.367722,53848.332031
18227465,29.442776,54137.136719
18227465,29.517368,54424.492188
18227465,29.591570,54711.000000
18227465,29.667103,55003.371094
18227465,29.741364,55290.937500
18227465,29.815538,55578.468750
18227465,29.889246,55864.199219
18227465,29.963381,56152.441406
18227465,30.037708,56441.734375
18227465,30.111641,56729.445312
18227465,30.185415,57016.660156
18227465,30.259457,57305.148438
18227465,30.333069,57592.464844
18227465,30.407084,57881.058594
18227465,30.480429,58166.644531
18227465,30.554649,58455.910156
18227465,30.628551,58743.792969
18227465,30.702496,59031.539062
18227465,30.776510,59319.390625
18227465,30.851683,59611.265625
18227465,30.925680,59898.441406
18227465,30.999496,60184.562500
18227465,31.074446,60474.992188
18227465,31.148596,60761.355469
18227465,31.223204,61048.781250
18227465,31.297611,61334.902344
18227465,31.372791,61623.671875
18227465,31.448040,61911.941406
18227465,31.523157,62199.296875
18227465,31.598707,62488.101562
18227465,31.674339,62776.621094
18227465,31.749517,63062.988281
18227465,31.825006,63349.746094
18227465,31.901451,63640.382812
18227465,31.977200,63927.777344
18227465,32.053043,64214.777344
18227465,32.129745,64504.851562
18227465,32.206387,64794.148438
18227465,32.282688,65081.257812
18227465,32.358871,65367.871094
18227465,32.435726,65657.273438
18227465,32.511997,65944.523438
18227465,32.588413,66232.054688
18227465,32.664528,66518.351562
18227465,32.741615,66808.679688
18227465,32.817913,67096.210938
18227465,32.893799,67382.078125
18227465,32.970078,67670.250000
18227465,33.046654,67959.718750
18227465,33.122406,68246.085938
18227465,33.198391,68533.656250
18227465,33.274345,68821.507812
18227465,33.351246,69113.804688
18227465,33.426838,69401.375000
18227465,33.502033,69687.984375
18227465,33.577755,69977.742188
18227465,33.652790,70264.921875
18227465,33.727364,70551.007812
18227465,33.802166,70838.429688
18227465,33.877266,71127.585938
18227465,33.951904,71415.257812
18227465,34.026573,71703.359375
18227465,34.101574,71993.148438
18227465,34.175461,72278.562500
18227465,34.249672,72565.421875
18227465,34.324245,72854.328125
18227465,34.398521,73141.867188
18227465,34.472736,73429.187500
18227465,34.547146,73717.531250
18227465,34.621784,74006.757812
18227465,34.696686,74297.289062
18227465,34.770538,74583.414062
18227465,34.844589,74870.312500
18227465,34.919193,75159.992188
18227465,34.993210,75447.343750
18227465,35.066963,75733.820312
18227465,35.140816,76021.101562
18227465,35.215286,76310.718750
18227465,35.289566,76600.156250
18227465,35.362961,76885.992188
18227465,35.436417,77172.609375
18227465,35.510628,77462.718750
18227465,35.583496,77747.882812
18227465,35.656727,78035.031250
18227465,35.730740,78327.054688
18227465,35.803871,78615.281250
18227465,35.876904,78903.914062
18227465,35.949146,79190.492188
18227465,36.021587,79479.078125
18227465,36.093636,79766.937500
18227465,36.165157,80053.617188
18227465,36.236519,80340.835938
18227465,36.308041,80630.343750
18227465,36.379002,80918.929688
18227465,36.449375,81206.078125
18227465,36.519749,81495.015625
18227465,36.589306,81781.562500
18227465,36.658398,82068.000000
18227465,36.727329,82354.968750
18227465,36.796654,82644.625000
18227465,36.865192,82931.796875
18227465,36.933659,83219.687500
18227465,37.003017,83512.937500
18227465,37.070965,83800.468750
18227465,37.138222,84085.601562
18227465,37.205772,84373.125000
18227465,37.273586,84662.429688
18227465,37.340618,84949.078125
18227465,37.407875,85237.523438
18227465,37.474571,85524.000000
18227465,37.541733,85812.804688
18227465,37.608532,86100.406250
18227465,37.675426,86388.328125
18227465,37.742683,86678.507812
18227465,37.809021,86964.375000
18227465,37.875263,87250.039062
18227465,37.941830,87537.578125
18227465,38.009254,87829.585938
18227465,38.075787,88117.476562
18227465,38.142719,88407.015625
18227465,38.209450,88696.242188
18227465,38.275459,88982.429688
18227465,38.341702,89270.187500
18227465,38.407154,89554.671875
18227465,38.474148,89846.406250
18227465,38.540287,90134.437500
18227465,38.605808,90420.453125
18227465,38.671688,90708.828125
18227465,38.737007,90995.515625
18227465,38.802689,91284.843750
18227465,38.867058,91568.453125
18227465,38.931953,91855.890625
18227465,38.997669,92148.179688
18227465,39.061581,92433.460938
18227465,39.125755,92721.554688
18227465,39.190845,93015.867188
18227465,39.253708,93300.117188
18227465,39.317684,93592.242188
18227465,39.380512,93879.984375
18227465,39.442749,94166.875000
18227465,39.503838,94449.500000
18227465,39.566010,94740.492188
18227465,39.627396,95028.695312
18227465,39.687962,95314.539062
18227465,39.748589,95602.703125
18227465,39.808956,95891.750000
18227465,39.868046,96176.109375
18227465,39.927265,96462.468750
18227465,39.988190,96759.890625
18227465,40.046654,97045.054688
18227465,40.105083,97331.570312
18227465,40.164799,97627.429688
18227465,40.222145,97912.140625
18227465,40.278412,98192.078125
18227465,40.336811,98486.179688
18227465,40.393440,98771.312500
18227465,40.449375,99053.867188
18227465,40.506069,99341.781250
18227465,40.563877,99637.757812
18227465,40.619389,99921.437500
18227465,40.675034,100207.484375
18227465,40.731922,100501.343750
18227465,40.786877,100785.054688
18227465,40.841896,101069.835938
18227465,40.897800,101361.218750
18227465,40.952820,101648.359375
18227465,41.007545,101934.195312
18227465,41.062531,102222.398438
18227465,41.118305,102516.421875
18227465,41.172901,102803.890625
18227465,41.226902,103089.125000
18227465,41.281925,103380.890625
18227465,41.336121,103669.273438
18227465,41.389565,103954.234375
18227465,41.443371,104241.062500
18227465,41.497669,104532.289062
18227465,41.551048,104817.921875
18227465,41.604660,105105.382812
18227465,41.658333,105394.078125
18227465,41.711712,105681.148438
18227465,41.765652,105972.187500
18227465,41.818405,106256.851562
18227465,41.871719,106545.515625
18227465,41.924541,106831.953125
18227465,41.978313,107125.593750
18227465,42.031006,107413.265625
18227465,42.083332,107698.750000
18227465,42.136089,107987.484375
18227465,42.188747,108275.859375
18227465,42.240715,108560.601562
18227465,42.293800,108853.750000
18227465,42.345474,109139.023438
18227465,42.397705,109429.101562
18227465,42.449574,109718.148438
18227465,42.500626,110003.804688
18227465,42.551968,110291.515625
18227465,42.602757,110576.539062
18227465,42.654266,110867.460938
18227465,42.704823,111152.562500
18227465,42.755772,111440.804688
18227465,42.806496,111729.289062
18227465,42.858135,112023.734375
18227465,42.908432,112310.109375
18227465,42.958858,112599.898438
18227465,43.008495,112883.789062
18227465,43.058857,113174.812500
18227465,43.108006,113457.335938
18227465,43.156956,113740.945312
