COMID, Height(ft), Flowrate(ft^3/s)
18229299,9.186266,8828.666992
18229299,9.186286,8828.680664
18229299,9.199282,8844.554688
18229299,9.212205,8860.428711
18229299,9.225036,8876.298828
18229299,9.237785,8892.166016
18229299,9.250476,8908.053711
18229299,9.263055,8923.910156
18229299,9.275545,8939.784180
18229299,9.287982,8955.672852
18229299,9.300342,8971.549805
18229299,9.312645,8987.416992
18229299,9.324845,9003.280273
18229299,9.337008,9019.171875
18229299,9.349091,9035.031250
18229299,9.361115,9050.913086
18229299,9.373071,9066.786133
18229299,9.384964,9082.667969
18229299,9.396805,9098.527344
18229299,9.408587,9114.408203
18229299,9.420312,9130.282227
18229299,9.431969,9146.134766
18229299,9.443592,9162.034180
18229299,9.455152,9177.914062
18229299,9.466651,9193.789062
18229299,9.478081,9209.644531
18229299,9.489455,9225.525391
18229299,9.500784,9241.428711
18229299,9.512028,9257.252930
18229299,9.523219,9273.136719
18229299,9.534369,9289.029297
18229299,9.545460,9304.909180
18229299,9.556467,9320.751953
18229299,9.567434,9336.632812
18229299,9.578386,9352.525391
18229299,9.589255,9368.423828
18229299,9.600036,9384.250977
18229299,9.610777,9400.128906
18229299,9.621483,9416.024414
18229299,9.632103,9431.865234
18229299,9.642673,9447.743164
18229299,9.653186,9463.627930
18229299,9.663669,9479.520508
18229299,9.674052,9495.375000
18229299,9.684393,9511.256836
18229299,9.694662,9527.137695
18229299,9.704878,9542.994141
18229299,9.715039,9558.875000
18229299,9.725141,9574.777344
18229299,9.735170,9590.636719
18229299,9.745128,9606.455078
18229299,9.755078,9622.399414
18229299,9.764921,9638.206055
18229299,9.774767,9654.185547
18229299,9.784479,9669.921875
18229299,9.794199,9685.831055
18229299,9.803882,9701.772461
18229299,9.813484,9717.583008
18229299,9.823065,9733.513672
18229299,9.832585,9749.436523
18229299,9.841969,9765.044922
18229299,9.851398,9781.110352
18229299,9.860761,9796.962891
18229299,9.870082,9812.822266
18229299,9.879423,9828.833984
18229299,9.888661,9844.690430
18229299,9.897877,9860.614258
18229299,9.907041,9876.476562
18229299,9.916096,9892.157227
18229299,9.925177,9908.024414
18229299,9.934256,9924.024414
18229299,9.943241,9939.814453
18229299,9.952250,9955.812500
18229299,9.961185,9971.674805
18229299,9.970101,9987.605469
18229299,9.978983,10003.532227
18229299,9.987736,10019.151367
18229299,9.996512,10035.001953
18229299,10.005319,10051.002930
18229299,10.014029,10066.798828
18229299,10.022785,10082.867188
18229299,10.031430,10098.659180
18229299,10.040032,10114.446289
18229299,10.048701,10130.516602
18229299,10.057133,10145.985352
18229299,10.065735,10162.060547
18229299,10.074216,10177.853516
18229299,10.082706,10193.783203
18229299,10.091158,10209.703125
18229299,10.099648,10225.644531
18229299,10.108022,10241.504883
18229299,10.116306,10257.184570
18229299,10.124599,10272.975586
18229299,10.132949,10289.044922
18229299,10.141171,10304.827148
18229299,10.149446,10320.834961
18229299,10.157641,10336.698242
18229299,10.165823,10352.621094
18229299,10.173954,10368.453125
18229299,10.182008,10384.146484
18229299,10.190082,10400.013672
18229299,10.198192,10416.169922
18229299,10.206194,10431.970703
18229299,10.214190,10447.840820
18229299,10.222198,10463.852539
18229299,10.230115,10479.648438
18229299,10.238049,10495.589844
18229299,10.245840,10511.145508
18229299,10.253715,10527.083984
18229299,10.261572,10543.027344
18229299,10.269420,10559.039062
18229299,10.277159,10574.768555
18229299,10.284974,10590.851562
18229299,10.292674,10606.650391
18229299,10.300397,10622.587891
18229299,10.307966,10638.214844
18229299,10.315610,10654.084961
18229299,10.323261,10670.026367
18229299,10.330902,10686.034180
18229299,10.338435,10701.763672
18229299,10.346069,10717.916016
18229299,10.353559,10733.649414
18229299,10.360981,10749.377930
18229299,10.368444,10765.209961
18229299,10.375909,10780.942383
18229299,10.383410,10797.021484
18229299,10.390798,10812.821289
18229299,10.398209,10828.765625
18229299,10.405558,10844.706055
18229299,10.412927,10860.648438
18229299,10.420243,10876.518555
18229299,10.427470,10892.141602
18229299,10.434725,10907.941406
18229299,10.442040,10924.023438
18229299,10.449255,10939.824219
18229299,10.456502,10955.831055
18229299,10.463694,10971.706055
18229299,10.470880,10987.643555
18229299,10.477937,11003.195312
18229299,10.485092,11019.140625
18229299,10.492198,11035.010742
18229299,10.499288,11050.880859
18229299,10.506358,11066.888672
18229299,10.513422,11082.830078
18229299,10.520492,11098.841797
18229299,10.527477,11114.641602
18229299,10.534413,11130.338867
18229299,10.541355,11146.135742
18229299,10.548330,11162.079102
18229299,10.555279,11178.021484
18229299,10.562208,11193.958008
18229299,10.569095,11209.829102
18229299,10.576014,11225.840820
18229299,10.582842,11241.639648
18229299,10.589629,11257.337891
18229299,10.596411,11273.204102
18229299,10.603229,11289.148438
18229299,10.610010,11305.015625
18229299,10.616798,11320.963867
18229299,10.623573,11336.752930
18229299,10.630371,11352.852539
18229299,10.637060,11368.639648
18229299,10.643642,11384.106445
18229299,10.650384,11400.209961
18229299,10.657030,11415.999023
18229299,10.663727,11432.028320
18229299,10.670331,11447.813477
18229299,10.676959,11463.741211
18229299,10.683543,11479.631836
18229299,10.690167,11495.629883
18229299,10.696640,11511.204102
18229299,10.703235,11527.202148
18229299,10.709754,11542.987305
18229299,10.716319,11559.020508
18229299,10.722808,11574.805664
18229299,10.729351,11590.838867
18229299,10.735813,11606.624023
18229299,10.742312,11622.622070
18229299,10.748681,11638.196289
18229299,10.755138,11654.122070
18229299,10.761595,11670.083984
18229299,10.768022,11686.011719
18229299,10.774373,11701.938477
18229299,10.780761,11717.831055
18229299,10.787159,11733.756836
18229299,10.793438,11749.331055
18229299,10.799793,11765.257812
18229299,10.806125,11781.114258
18229299,10.812500,11797.147461
18229299,10.818793,11812.932617
18229299,10.825148,11829.036133
18229299,10.831410,11844.821289
18229299,10.837729,11860.819336
18229299,10.843884,11876.322266
18229299,10.850193,11892.250000
18229299,10.856431,11908.211914
18229299,10.862661,11924.068359
18229299,10.868868,11939.924805
18229299,10.875141,11956.028320
18229299,10.881300,11971.743164
18229299,10.887552,11987.846680
18229299,10.893573,12003.313477
18229299,10.899717,12019.099609
18229299,10.905942,12035.203125
18229299,10.912070,12050.989258
18229299,10.918232,12066.951172
18229299,10.924357,12082.807617
18229299,10.930489,12098.734375
18229299,10.936591,12114.696289
18229299,10.942621,12130.305664
18229299,10.948694,12146.126953
18229299,10.954836,12162.194336
18229299,10.960886,12177.980469
18229299,10.966969,12193.942383
18229299,10.973042,12209.869141
18229299,10.979117,12225.831055
18229299,10.985128,12241.618164
18229299,10.991106,12257.297852
18229299,10.997136,12273.188477
18229299,11.003169,12289.116211
18229299,11.009176,12305.006836
18229299,11.015229,12321.076172
18229299,11.021158,12336.861328
18229299,11.027168,12352.823242
18229299,11.033183,12368.821289
18229299,11.039048,12384.324219
18229299,11.045023,12400.250000
18229299,11.050968,12416.106445
18229299,11.056959,12432.139648
18229299,11.062920,12447.925781
18229299,11.068907,12464.028320
18229299,11.074810,12479.815430
18229299,11.080649,12495.423828
18229299,11.086562,12511.315430
18229299,11.092504,12527.313477
18229299,11.098372,12543.204102
18229299,11.104245,12559.060547
18229299,11.110128,12574.916992
18229299,11.116076,12591.020508
18229299,11.121909,12606.735352
18229299,11.127746,12622.591797
18229299,11.133573,12638.307617
18229299,11.139386,12654.021484
18229299,11.145315,12670.196289
18229299,11.151126,12685.981445
18229299,11.156982,12701.943359
18229299,11.162808,12717.799805
18229299,11.168648,12733.727539
18229299,11.174347,12749.300781
18229299,11.180201,12765.297852
18229299,11.186004,12781.190430
18229299,11.191851,12797.187500
18229299,11.197601,12812.903320
18229299,11.203431,12828.935547
18229299,11.209249,12844.863281
18229299,11.215049,12860.825195
18229299,11.220732,12876.363281
18229299,11.226516,12892.290039
18229299,11.232284,12908.111328
18229299,11.238077,12924.108398
18229299,11.243852,12940.070312
18229299,11.249642,12956.068359
18229299,11.255347,12971.853516
18229299,11.261108,12987.815430
18229299,11.266817,13003.425781
18229299,11.272566,13019.316406
18229299,11.278333,13035.314453
18229299,11.284036,13051.100586
18229299,11.289790,13067.062500
18229299,11.295502,13082.918945
18229299,11.301283,13099.022461
18229299,11.306965,13114.807617
18229299,11.312615,13130.416992
18229299,11.318316,13146.308594
18229299,11.324032,13162.235352
18229299,11.329711,13178.198242
18229299,11.335436,13194.124023
18229299,11.341092,13209.910156
18229299,11.346825,13225.943359
18229299,11.352402,13241.410156
18229299,11.358156,13257.584961
18229299,11.363741,13273.299805
18229299,11.369403,13289.084961
18229299,11.375125,13305.188477
18229299,11.380745,13320.904297
18229299,11.386466,13336.937500
18229299,11.392146,13352.863281
18229299,11.397726,13368.402344
18229299,11.403346,13384.293945
18229299,11.409049,13400.291992
18229299,11.414688,13416.113281
18229299,11.420370,13432.110352
18229299,11.426017,13447.965820
18229299,11.431696,13463.928711
18229299,11.437336,13479.784180
18229299,11.442933,13495.500000
