COMID, Height(ft), Flowrate(ft^3/s)
18206452,6.055978,1854.020020
18206452,6.056122,1854.236084
18206452,6.421834,2190.558105
18206452,6.754416,2526.937988
18206452,7.065427,2862.967041
18206452,7.358317,3199.300293
18206452,7.640029,3540.238770
18206452,7.919035,3891.962402
18206452,8.194931,4254.202637
18206452,8.471115,4632.655762
18206452,8.742661,5021.063965
18206452,9.015636,5427.076660
18206452,9.291897,5854.687988
18206452,9.562474,6289.481934
18206452,9.829183,6734.128906
18206452,10.086034,7178.980957
18206452,10.333189,7623.567871
18206452,10.574721,8074.872070
18206452,10.813678,8537.225586
18206452,11.047142,9003.368164
18206452,11.274140,9472.713867
18206452,11.494101,9943.035156
18206452,11.708478,10416.293945
18206452,11.917224,10890.757812
18206452,12.120193,11365.350586
18206452,12.318042,11839.683594
18206452,12.511584,12315.439453
18206452,12.700961,12792.477539
18206452,12.887139,13271.651367
18206452,13.069918,13751.534180
18206452,13.249537,14232.156250
18206452,13.426374,14714.254883
18206452,13.600334,15196.857422
18206452,13.772047,15680.340820
18206452,13.941359,16163.618164
18206452,14.108495,16647.171875
18206452,14.273596,17130.863281
18206452,14.436709,17614.107422
18206452,14.598232,18097.748047
18206452,14.758364,18581.683594
18206452,14.917192,19066.003906
18206452,15.074665,19550.224609
18206452,15.230784,20034.103516
18206452,15.385644,20518.330078
18206452,15.538845,21002.253906
18206452,15.690598,21486.468750
18206452,15.840777,21970.259766
18206452,15.989753,22454.712891
18206452,16.137188,22938.765625
18206452,16.283310,23423.121094
18206452,16.428045,23907.808594
18206452,16.571283,24392.656250
18206452,16.713142,24877.791016
18206452,16.853552,25363.027344
18206452,16.992100,25847.984375
18206452,17.128904,26333.140625
18206452,17.263933,26818.335938
18206452,17.397238,27303.828125
18206452,17.528639,27789.035156
18206452,17.658144,28273.960938
18206452,17.786142,28759.691406
18206452,17.912132,29244.283203
18206452,18.036352,29729.058594
18206452,18.159157,30214.603516
18206452,18.280340,30699.789062
18206452,18.400091,31185.511719
18206452,18.517910,31669.900391
18206452,18.634472,32155.585938
18206452,18.749489,32641.091797
18206452,18.862940,33126.218750
18206452,18.975292,33612.320312
18206452,19.086063,34097.269531
18206452,19.195911,34583.707031
18206452,19.304203,35068.656250
18206452,19.411303,35553.816406
18206452,19.517620,36040.878906
18206452,19.622231,36525.464844
18206452,19.726063,37011.289062
18206452,19.828892,37496.761719
18206452,19.930832,37982.691406
18206452,20.031855,38469.007812
18206452,20.132008,38955.503906
18206452,20.231142,39441.503906
18206452,20.329216,39926.585938
18206452,20.426657,40412.800781
18206452,20.523293,40899.253906
18206452,20.618895,41384.128906
18206452,20.714052,41870.234375
18206452,20.808517,42356.128906
18206452,20.902618,42843.539062
18206452,20.995728,43329.117188
18206452,21.088419,43816.175781
18206452,21.180145,44301.398438
18206452,21.271391,44787.402344
18206452,21.362011,45273.261719
18206452,21.452019,45759.121094
18206452,21.541565,46246.109375
18206452,21.630598,46733.417969
18206452,21.718735,47219.097656
18206452,21.806417,47705.488281
18206452,21.893333,48190.679688
18206452,21.979944,48677.593750
18206452,22.066105,49164.867188
18206452,22.151310,49649.734375
18206452,22.236309,50136.480469
18206452,22.320604,50622.199219
18206452,22.404541,51108.796875
18206452,22.488005,51595.824219
18206452,22.570833,52081.820312
18206452,22.653503,52569.875000
18206452,22.735250,53055.238281
18206452,22.816710,53541.695312
18206452,22.897907,54029.390625
18206452,22.978399,54515.214844
18206452,23.058527,55001.355469
18206452,23.138376,55488.453125
18206452,23.217752,55975.160156
18206452,23.296480,56460.347656
18206452,23.375105,56947.761719
18206452,23.453209,57434.082031
18206452,23.530928,57920.433594
18206452,23.608242,58406.609375
18206452,23.685480,58894.695312
18206452,23.761995,59380.761719
18206452,23.837904,59865.000000
18206452,23.914255,60354.355469
18206452,23.989363,60837.667969
18206452,24.064800,61325.191406
18206452,24.139851,61812.320312
18206452,24.214363,62298.250000
18206452,24.288727,62785.062500
18206452,24.362581,63270.570312
18206452,24.436474,63758.371094
18206452,24.509851,64244.691406
18206452,24.583035,64731.851562
18206452,24.655998,65219.304688
18206452,24.728182,65703.179688
18206452,24.800581,66190.351562
18206452,24.872683,66677.304688
18206452,24.944666,67165.421875
18206452,25.015865,67649.695312
18206452,25.087353,68137.671875
18206452,25.158325,68623.710938
18206452,25.229042,69109.773438
18206452,25.299465,69595.320312
18206452,25.369701,70081.601562
18206452,25.440229,70571.242188
18206452,25.509855,71056.109375
18206452,25.579330,71541.437500
18206452,25.648846,72028.531250
18206452,25.718035,72515.031250
18206452,25.787132,73002.023438
18206452,25.856092,73489.648438
18206452,25.924807,73976.781250
