COMID, Height(ft), Flowrate(ft^3/s)
18228547,1.869325,35.314667
18228547,1.868919,35.312218
18228547,1.861812,35.313595
18228547,1.855217,35.313686
18228547,1.849348,35.314167
18228547,1.843883,35.313557
18228547,1.839043,35.313541
18228547,1.834687,35.313648
18228547,1.831359,35.347015
18228547,1.837978,35.942879
18228547,1.893397,40.390198
18228547,1.914484,45.002113
18228547,1.926003,49.241219
18228547,1.940844,53.621086
18228547,1.959682,58.225513
18228547,1.981685,62.793892
18228547,2.005595,67.118561
18228547,2.033823,71.682594
18228547,2.062745,75.909126
18228547,2.095425,80.331154
18228547,2.132084,84.980049
18228547,2.169530,89.466354
18228547,2.208496,93.947884
18228547,2.245367,98.042274
18228547,2.289561,102.878723
18228547,2.331021,107.328194
18228547,2.371655,111.642654
18228547,2.414865,116.221878
18228547,2.456446,120.629677
18228547,2.497867,125.151756
18228547,2.535970,129.471161
18228547,2.573844,133.908447
18228547,2.610935,138.390656
18228547,2.645306,142.694626
18228547,2.681378,147.327667
18228547,2.715695,151.863052
18228547,2.747419,156.169083
18228547,2.779017,160.564560
18228547,2.811455,165.190933
18228547,2.840106,169.390610
18228547,2.870801,174.000061
18228547,2.899125,178.373749
18228547,2.927407,182.854126
18228547,2.955666,187.452927
18228547,2.981234,191.736389
18228547,3.007591,196.268005
18228547,3.033359,200.823807
18228547,3.056859,205.107590
18228547,3.080583,209.545395
18228547,3.105084,214.242325
18228547,3.127499,218.684921
18228547,3.149345,223.139069
18228547,3.170477,227.573746
18228547,3.190670,231.936905
18228547,3.210133,236.256897
18228547,3.229995,240.778534
18228547,3.249293,245.293594
18228547,3.268036,249.792191
18228547,3.286348,254.304733
18228547,3.303993,258.757172
18228547,3.320958,263.146851
18228547,3.337080,267.404480
18228547,3.354042,271.939728
18228547,3.370988,276.527496
18228547,3.387267,281.003113
18228547,3.403143,285.429474
18228547,3.419278,289.971588
18228547,3.434541,294.340942
18228547,3.450246,298.878967
18228547,3.464954,303.198212
18228547,3.480003,307.668243
18228547,3.495197,312.249207
18228547,3.509751,316.703186
18228547,3.523422,320.961853
18228547,3.537802,325.489807
18228547,3.551883,330.011230
18228547,3.565620,334.488739
18228547,3.579144,338.979248
18228547,3.592165,343.375336
18228547,3.605528,347.872559
18228547,3.618488,352.227936
18228547,3.632051,356.740295
18228547,3.644842,361.043365
18228547,3.659013,365.751892
18228547,3.671677,370.009094
18228547,3.685489,374.585144
18228547,3.698717,378.995239
18228547,3.711699,383.381317
18228547,3.725092,387.875824
18228547,3.739124,392.603027
18228547,3.751184,396.725311
18228547,3.765029,401.430298
18228547,3.776755,405.469574
18228547,3.790033,410.017426
18228547,3.803878,414.792633
18228547,3.816103,419.063599
18228547,3.829282,423.614288
18228547,3.842047,428.077332
18228547,3.854626,432.526978
18228547,3.867579,437.099152
18228547,3.879354,441.296326
18228547,3.891962,445.782715
18228547,3.905207,450.512024
18228547,3.916401,454.552032
18228547,3.929662,459.344238
18228547,3.941204,463.549500
18228547,3.953707,468.100861
18228547,3.966490,472.741547
18228547,3.977704,476.888916
18228547,3.990453,481.587524
18228547,4.002536,486.053772
18228547,4.013980,490.347687
18228547,4.026460,495.003571
18228547,4.037517,499.188019
18228547,4.049583,503.724518
18228547,4.061962,508.405823
18228547,4.072834,512.572266
18228547,4.085158,517.271240
18228547,4.097116,521.840210
18228547,4.107779,525.973816
18228547,4.119892,530.660461
18228547,4.130555,534.831787
18228547,4.142464,539.465820
18228547,4.154196,544.073975
18228547,4.164760,548.258423
18228547,4.176079,552.743042
18228547,4.187106,557.157410
18228547,4.198359,561.653625
18228547,4.210016,566.331421
18228547,4.220430,570.538818
18228547,4.231867,575.180237
18228547,4.242785,579.607666
18228547,4.253153,583.892395
18228547,4.264554,588.566956
18228547,4.274770,592.827698
18228547,4.285519,597.267395
18228547,4.296811,601.967773
18228547,4.306522,606.063232
18228547,4.317670,610.748108
18228547,4.328182,615.188904
18228547,4.338704,619.669678
18228547,4.349442,624.240051
18228547,4.358819,628.284668
18228547,4.369583,632.909058
18228547,4.380456,637.606628
18228547,4.389754,641.671753
18228547,4.400590,646.395813
18228547,4.411197,651.035095
18228547,4.420827,655.297546
18228547,4.430919,659.758118
18228547,4.440473,664.023804
18228547,4.450788,668.610779
18228547,4.461014,673.181580
18228547,4.470669,677.565552
18228547,4.480853,682.159668
18228547,4.490148,686.402039
18228547,4.500164,690.970703
18228547,4.509974,695.445007
18228547,4.519357,699.806396
18228547,4.529177,704.321350
18228547,4.539249,708.996643
18228547,4.548356,713.254944
18228547,4.558136,717.810852
18228547,4.566860,721.915894
18228547,4.576965,726.660400
18228547,4.586427,731.127014
18228547,4.595620,735.504944
18228547,4.605263,740.088440
