COMID, Height(ft), Flowrate(ft^3/s)
18227719,2.270607,26.486000
18227719,2.270720,26.486074
18227719,2.307328,26.486004
18227719,2.339707,26.486038
18227719,2.370499,26.486042
18227719,2.400852,26.486025
18227719,2.431524,26.486015
18227719,2.461323,26.486015
18227719,2.489919,26.486012
18227719,2.518065,26.486004
18227719,2.546346,26.515305
18227719,2.586797,27.149538
18227719,2.661312,29.780628
18227719,2.732302,32.326241
18227719,2.805264,35.046139
18227719,2.877653,37.879181
18227719,2.943122,40.570160
18227719,3.003112,43.165756
18227719,3.061234,45.833424
18227719,3.116836,48.520691
18227719,3.168017,51.142242
18227719,3.219922,53.970097
18227719,3.265464,56.634624
18227719,3.306444,59.197021
18227719,3.349875,62.048328
18227719,3.389429,64.759048
18227719,3.427795,67.451157
18227719,3.461988,69.929787
18227719,3.499032,72.682144
18227719,3.535600,75.494568
18227719,3.567579,78.054413
18227719,3.601430,80.859962
18227719,3.633297,83.559517
18227719,3.663918,86.166405
18227719,3.695004,88.838669
18227719,3.726900,91.616600
18227719,3.756739,94.258202
18227719,3.786535,96.944237
18227719,3.814403,99.529274
18227719,3.843507,102.274628
18227719,3.872274,105.058762
18227719,3.899216,107.739822
18227719,3.924954,110.370018
18227719,3.951155,113.108604
18227719,3.975722,115.746582
18227719,4.000423,118.467461
18227719,4.023540,121.062881
18227719,4.047448,123.792885
18227719,4.069938,126.420708
18227719,4.093179,129.177353
18227719,4.115942,131.927399
18227719,4.137795,134.616364
18227719,4.159482,137.326660
18227719,4.180010,139.919647
18227719,4.201266,142.624283
18227719,4.221949,145.290482
18227719,4.243186,148.051788
18227719,4.263228,150.700180
18227719,4.283189,153.378906
18227719,4.303674,156.141647
18227719,4.323284,158.832932
18227719,4.342330,161.497681
18227719,4.360325,164.072449
18227719,4.379452,166.842056
18227719,4.397487,169.510284
18227719,4.415489,172.235992
18227719,4.432425,174.846634
18227719,4.450105,177.613541
18227719,4.466880,180.292419
18227719,4.483629,183.016846
18227719,4.499685,185.680389
18227719,4.515577,188.373230
18227719,4.530964,191.021240
18227719,4.545974,193.653381
18227719,4.561808,196.459686
18227719,4.575948,199.033356
18227719,4.590968,201.783203
18227719,4.605167,204.412888
18227719,4.620223,207.215302
18227719,4.633986,209.801636
18227719,4.648566,212.541885
18227719,4.662454,215.178345
18227719,4.676913,217.936493
18227719,4.690754,220.601120
18227719,4.704918,223.339523
18227719,4.718829,226.057373
18227719,4.732497,228.735886
18227719,4.745663,231.336777
18227719,4.759544,234.092911
18227719,4.772212,236.656647
18227719,4.785797,239.424759
18227719,4.798829,242.116867
18227719,4.811457,244.772064
18227719,4.824492,247.519547
18227719,4.837139,250.218475
18227719,4.849626,252.913132
18227719,4.861617,255.533783
18227719,4.873675,258.190674
18227719,4.886099,260.957306
18227719,4.898360,263.696106
18227719,4.909836,266.287933
18227719,4.921535,268.936371
18227719,4.933678,271.690826
18227719,4.945472,274.385132
18227719,4.957139,277.065247
18227719,4.968973,279.801178
18227719,4.980495,282.476318
18227719,4.992041,285.167511
18227719,5.003337,287.820282
18227719,5.015016,290.565704
18227719,5.025908,293.155914
18227719,5.037103,295.839752
18227719,5.048638,298.608612
18227719,5.059849,301.324219
18227719,5.070764,303.991425
18227719,5.081312,306.592743
18227719,5.092143,309.274750
18227719,5.102927,311.961914
18227719,5.113635,314.658569
18227719,5.124347,317.364014
18227719,5.134964,320.064758
18227719,5.145401,322.738678
18227719,5.155718,325.400909
18227719,5.166306,328.138885
18227719,5.176785,330.865204
18227719,5.187218,333.605011
18227719,5.197422,336.294128
