COMID, Height(ft), Flowrate(ft^3/s)
18228095,1.065742,158.916000
18228095,1.067332,159.319824
18228095,1.098075,167.089722
18228095,1.128042,174.844727
18228095,1.156802,182.458557
18228095,1.186043,190.385666
18228095,1.215233,198.490494
18228095,1.261496,211.830826
18228095,1.305521,225.020142
18228095,1.358328,241.561325
18228095,1.428096,264.756348
18228095,1.502196,291.228638
18228095,1.570361,317.529297
18228095,1.635315,343.960968
18228095,1.698303,370.529968
18228095,1.758887,397.002563
18228095,1.817150,423.362122
18228095,1.873494,449.746765
18228095,1.928419,476.370483
18228095,1.981090,502.784454
18228095,2.031534,528.938171
18228095,2.083255,556.707825
18228095,2.133306,584.532593
18228095,2.181221,612.104858
18228095,2.228404,640.224915
18228095,2.273391,667.968079
18228095,2.317030,695.816895
18228095,2.358799,723.383179
18228095,2.399722,751.324524
18228095,2.439234,779.223389
18228095,2.477105,806.864563
18228095,2.514239,834.893127
18228095,2.550195,862.767273
18228095,2.585281,890.378845
18228095,2.620333,918.355469
18228095,2.654718,946.175598
18228095,2.688692,974.035034
18228095,2.722067,1001.762329
18228095,2.755254,1029.697632
18228095,2.787893,1057.519897
18228095,2.819980,1085.213989
18228095,2.851977,1113.176880
18228095,2.883383,1140.956787
18228095,2.914465,1168.779907
18228095,2.945148,1196.570312
18228095,2.975536,1224.419189
18228095,3.005684,1252.369751
18228095,3.035086,1279.934570
18228095,3.064570,1307.893188
18228095,3.093396,1335.528564
18228095,3.122281,1363.532471
18228095,3.150656,1391.342041
18228095,3.178787,1419.212769
18228095,3.206441,1446.901245
18228095,3.234004,1474.797241
18228095,3.261169,1502.576294
18228095,3.288195,1530.510864
18228095,3.314662,1558.138794
18228095,3.341105,1586.035278
18228095,3.367277,1613.927124
18228095,3.393114,1641.739990
18228095,3.418596,1669.446533
18228095,3.444065,1697.421753
18228095,3.469065,1725.150757
18228095,3.493891,1752.953369
18228095,3.518635,1780.916870
18228095,3.543031,1808.688965
18228095,3.567228,1836.415283
18228095,3.591381,1864.287720
18228095,3.615273,1892.037964
18228095,3.639209,1920.024536
18228095,3.662772,1947.755127
18228095,3.686253,1975.566040
18228095,3.709534,2003.319092
18228095,3.732874,2031.320068
18228095,3.755915,2059.143066
18228095,3.778612,2086.696533
18228095,3.801624,2114.844238
18228095,3.824085,2142.454590
18228095,3.846624,2170.361084
18228095,3.868878,2198.047363
18228095,3.891142,2225.917236
18228095,3.913314,2253.867188
18228095,3.935108,2281.478027
18228095,3.956916,2309.291016
18228095,3.978983,2337.578369
18228095,4.000302,2365.084717
18228095,4.021831,2392.998779
18228095,4.042917,2420.519287
18228095,4.064400,2448.694824
18228095,4.085518,2476.550293
18228095,4.106139,2503.917725
18228095,4.127382,2532.259033
18228095,4.147933,2559.847656
18228095,4.168606,2587.724854
18228095,4.188852,2615.200195
18228095,4.209688,2643.616211
18228095,4.229655,2671.009277
18228095,4.249862,2698.860107
18228095,4.270072,2726.863281
18228095,4.289885,2754.493652
18228095,4.309895,2782.520752
18228095,4.329672,2810.394775
18228095,4.349200,2838.028320
18228095,4.368895,2866.083984
18228095,4.388251,2893.771484
18228095,4.407320,2921.173584
18228095,4.427047,2949.729492
18228095,4.446089,2977.389404
18228095,4.465033,3005.075439
18228095,4.483694,3032.448242
18228095,4.502933,3060.852295
18228095,4.521562,3088.441162
18228095,4.540282,3116.318359
18228095,4.558901,3144.132324
18228095,4.577307,3171.742432
18228095,4.596115,3200.121338
18228095,4.614081,3227.292236
18228095,4.632625,3255.506348
18228095,4.650735,3283.137695
18228095,4.668698,3310.687500
18228095,4.686962,3338.793945
18228095,4.705075,3366.815918
18228095,4.722946,3394.540527
18228095,4.741011,3422.693604
18228095,4.758353,3449.838867
18228095,4.776302,3478.042480
18228095,4.793859,3505.760742
18228095,4.811509,3533.716064
18228095,4.829075,3561.681885
18228095,4.846519,3589.531250
18228095,4.863882,3617.397705
18228095,4.880660,3644.378418
18228095,4.898225,3672.771240
18228095,4.915210,3700.352051
18228095,4.932497,3728.515625
18228095,4.949387,3756.159912
18228095,4.966240,3783.828857
18228095,4.983172,3811.766357
18228095,4.999941,3839.506104
18228095,5.016676,3867.341064
18228095,5.033350,3895.140869
18228095,5.050118,3923.215820
18228095,5.066667,3951.061279
18228095,5.083081,3978.748291
18228095,5.099642,4006.837402
18228095,5.115866,4034.411133
18228095,5.132100,4062.150635
18228095,5.148392,4090.059814
18228095,5.164597,4117.969238
18228095,5.180791,4145.927734
18228095,5.196919,4173.872559
18228095,5.212717,4201.378906
18228095,5.228664,4229.228027
18228095,5.244215,4256.508301
18228095,5.260368,4284.929688
