COMID, Height(ft), Flowrate(ft^3/s)
18230141,0.755198,35.314667
18230141,0.755034,35.314842
18230141,0.745666,35.314739
18230141,0.737167,35.314739
18230141,0.729838,35.314701
18230141,0.723569,35.314701
18230141,0.717739,35.314701
18230141,0.711866,35.314701
18230141,0.706574,35.314667
18230141,0.701810,35.314667
18230141,0.697575,35.314663
18230141,0.693827,35.314655
18230141,0.690408,35.314655
18230141,0.687393,35.314659
18230141,0.684659,35.314651
18230141,0.682232,35.314640
18230141,0.679979,35.314644
18230141,0.677936,35.314636
18230141,0.676085,35.314651
18230141,0.674428,35.314659
18230141,0.673011,35.314640
18230141,0.671705,35.314636
18230141,0.670566,35.314636
18230141,0.669446,35.314667
18230141,0.668588,35.314632
18230141,0.667808,35.314632
18230141,0.667092,35.314644
18230141,0.666497,35.314632
18230141,0.665956,35.314636
18230141,0.665534,35.314632
18230141,0.665149,35.314644
18230141,0.664760,35.314644
18230141,0.664529,35.314640
18230141,0.664332,35.314655
18230141,0.664259,35.314640
18230141,0.664206,35.314636
18230141,0.663748,35.314651
18230141,0.663227,35.314651
18230141,0.662803,35.314636
18230141,0.662379,35.314663
18230141,0.662101,35.314651
18230141,0.661791,35.314655
18230141,0.661542,35.314651
18230141,0.661369,35.314640
18230141,0.661147,35.314659
18230141,0.660989,35.314651
18230141,0.660881,35.314640
18230141,0.660751,35.314655
18230141,0.660681,35.314655
18230141,0.660673,35.314636
18230141,0.660637,35.314640
18230141,0.660635,35.314640
18230141,0.660572,35.314640
18230141,0.660577,35.314644
18230141,0.660596,35.314663
18230141,0.660672,35.314655
18230141,0.660739,35.314651
18230141,0.660879,35.314644
18230141,0.661549,35.355030
18230141,0.670493,35.984375
18230141,0.678783,36.578224
18230141,0.687344,37.186592
18230141,0.696423,37.833733
18230141,0.704983,38.454105
18230141,0.713777,39.086979
18230141,0.722051,39.685707
18230141,0.730958,40.332245
18230141,0.739060,40.923447
18230141,0.747765,41.569000
18230141,0.755634,42.148476
18230141,0.764263,42.787003
18230141,0.772935,43.439053
18230141,0.780954,44.042191
18230141,0.789049,44.650028
18230141,0.797119,45.257263
18230141,0.805530,45.901402
18230141,0.813507,46.507294
18230141,0.821878,47.146564
18230141,0.829622,47.741261
18230141,0.837870,48.377029
18230141,0.845375,48.965340
18230141,0.853414,49.591007
18230141,0.861642,50.233875
18230141,0.869458,50.854038
