COMID, Height(ft), Flowrate(ft^3/s)
18224313,1.814105,17.657333
18224313,1.814108,17.657320
18224313,1.818188,18.024853
18224313,1.885916,23.178007
18224313,2.023996,33.464394
18224313,2.163200,44.500858
18224313,2.296813,55.801022
18224313,2.425519,67.647331
18224313,2.534600,78.334892
18224313,2.635294,89.173172
18224313,2.727701,100.062874
18224313,2.813285,111.405830
18224313,2.888779,122.796547
18224313,2.955719,133.977600
18224313,3.015917,144.691574
18224313,3.074162,155.763458
18224313,3.131023,167.178223
18224313,3.183981,178.170792
18224313,3.236767,189.609360
18224313,3.283252,199.816040
18224313,3.332080,211.087524
18224313,3.380311,222.645630
18224313,3.426040,233.953003
18224313,3.466736,244.146423
18224313,3.510279,255.696762
18224313,3.552172,267.228729
18224313,3.591273,278.188538
18224313,3.630099,289.255066
18224313,3.667706,300.098816
18224313,3.705840,311.331818
18224313,3.743632,322.648010
18224313,3.779082,333.306915
18224313,3.815745,344.609192
18224313,3.851621,355.829498
18224313,3.887028,367.008392
18224313,3.921503,378.078125
18224313,3.954039,388.514313
18224313,3.989390,400.289612
18224313,4.020312,410.488525
18224313,4.055381,422.471832
18224313,4.087257,433.411224
18224313,4.119337,444.555145
18224313,4.150709,455.639374
18224313,4.180003,466.016937
18224313,4.212631,477.942688
18224313,4.242477,488.919556
18224313,4.272120,499.932770
18224313,4.300111,510.446320
18224313,4.330804,522.309204
18224313,4.359029,533.302307
18224313,4.386112,543.956787
18224313,4.413793,555.028564
18224313,4.440453,565.864929
18224313,4.469167,577.856018
18224313,4.495183,588.804932
18224313,4.519465,599.089661
18224313,4.546546,610.931396
18224313,4.571437,621.873962
18224313,4.595718,632.596558
18224313,4.621312,644.216492
18224313,4.644216,654.569763
18224313,4.669862,666.497559
18224313,4.692142,676.815857
18224313,4.717172,688.743713
18224313,4.739449,699.365601
18224313,4.762284,710.404724
18224313,4.784659,721.391418
18224313,4.807553,732.832703
18224313,4.829072,743.563721
18224313,4.851296,754.893005
18224313,4.873061,766.020691
18224313,4.894245,776.966431
18224313,4.915505,788.068359
18224313,4.936483,799.046631
18224313,4.957507,810.200378
18224313,4.978838,821.589722
18224313,4.999560,832.745300
18224313,5.020397,844.008179
18224313,5.040459,854.921448
18224313,5.060659,865.999329
18224313,5.080105,876.636780
18224313,5.099885,887.601257
18224313,5.120286,898.985046
18224313,5.140321,910.257385
18224313,5.159695,921.172119
18224313,5.179518,932.398315
18224313,5.198238,943.027344
18224313,5.218904,954.945679
18224313,5.237792,965.807800
18224313,5.257320,977.110229
18224313,5.276263,988.137573
18224313,5.293927,998.370361
18224313,5.313340,1009.786133
18224313,5.332825,1021.363342
18224313,5.351772,1032.596924
18224313,5.370158,1043.558594
18224313,5.387763,1054.048462
18224313,5.407205,1065.811157
18224313,5.424504,1076.202881
18224313,5.443806,1087.992310
18224313,5.461568,1098.822144
18224313,5.480187,1110.263794
18224313,5.498051,1121.286621
18224313,5.515410,1132.010620
18224313,5.533816,1143.488159
18224313,5.551161,1154.313965
18224313,5.569357,1165.749878
18224313,5.586440,1176.486938
18224313,5.604006,1187.618774
18224313,5.620932,1198.294189
18224313,5.638625,1209.620117
18224313,5.656375,1220.994629
18224313,5.673065,1231.687012
18224313,5.690574,1243.030762
18224313,5.707457,1253.916138
18224313,5.724869,1265.291992
18224313,5.741621,1276.179932
18224313,5.758983,1287.617310
18224313,5.776096,1298.872314
18224313,5.792694,1309.835449
18224313,5.808842,1320.505127
18224313,5.825964,1331.913818
18224313,5.842267,1342.791504
18224313,5.859426,1354.324829
18224313,5.875295,1364.964233
18224313,5.891168,1375.645020
18224313,5.908366,1387.351440
18224313,5.924708,1398.489746
18224313,5.941142,1409.695801
18224313,5.956693,1420.301880
18224313,5.973022,1431.517090
18224313,5.989160,1442.674438
18224313,6.004770,1453.464844
18224313,6.021283,1464.965332
18224313,6.036968,1475.907349
18224313,6.053176,1487.265137
18224313,6.068531,1498.032959
18224313,6.083734,1508.724121
18224313,6.100453,1520.640015
18224313,6.115896,1531.614380
18224313,6.131214,1542.487183
18224313,6.146641,1553.539551
18224313,6.162733,1565.136841
18224313,6.177087,1575.395386
18224313,6.193054,1587.035767
18224313,6.207973,1597.807861
18224313,6.223592,1609.260742
18224313,6.239006,1620.545898
18224313,6.253179,1630.881836
18224313,6.268002,1641.816284
18224313,6.284022,1653.760742
18224313,6.298524,1664.519043
18224313,6.313838,1675.970459
18224313,6.328044,1686.572632
