COMID,Discharge,StageHeight
1.822901700000000000e+07,7.395000000000000462e-01,2.207781427249723705e-01
1.822901100000000000e+07,5.149999999999999717e-02,9.612667076688506326e-03
1.822902700000000000e+07,9.479999999999999538e-02,1.752859792314093862e-02
1.822890900000000000e+07,7.270000000000000073e-02,2.989173258290471480e-02
1.822901300000000000e+07,1.260000000000000009e-02,nan
1.822899700000000000e+07,1.206499999999999906e+00,1.140486860778316680e-01
1.822898500000000000e+07,6.599999999999999964e-03,9.329382444811508369e-04
1.822903100000000000e+07,3.896000000000000019e-01,1.249140074483877094e-01
1.822879100000000000e+07,5.908699999999999619e+00,2.918903532804792977e-01
1.823014900000000000e+07,6.419999999999999318e-02,1.859101523676333703e-02
1.822904900000000000e+07,1.100000000000000066e-03,6.004492413122701575e-04
1.823014700000000000e+07,4.899999999999999842e-03,nan
1.822895100000000000e+07,1.270999999999999908e+00,1.129860168012372656e-01
1.822898100000000000e+07,9.009999999999999953e-02,1.629081798678918419e-02
1.822880300000000000e+07,8.519999999999999796e-01,1.899354666310629491e-01
1.823014300000000000e+07,3.799999999999999992e-03,1.115426326664363402e-03
1.822904300000000000e+07,1.480000000000000066e-02,2.381799221105352325e-03
1.822891100000000000e+07,7.560000000000000053e-02,2.221678304609782037e-02
1.822892500000000000e+07,8.210000000000000631e-02,1.490786983075336782e-02
1.822900500000000000e+07,1.619999999999999912e-02,8.826354270545689815e-03
1.822901500000000000e+07,2.592999999999999750e-01,7.512642103645372771e-02
1.822892900000000000e+07,1.274000000000000021e+00,9.320201432077221404e-02
1.822891900000000000e+07,5.299000000000000377e-01,8.399685994484891449e-02
1.822895300000000000e+07,2.799999999999999972e-03,4.196772468991415671e-04
1.822896300000000000e+07,2.659000000000000252e-01,1.805350257410936743e-01
1.822900300000000000e+07,7.700000000000000247e-03,8.130915416728461695e-04
1.822890500000000000e+07,1.009100000000000108e+00,1.555293084430447170e-01
1.822902900000000000e+07,1.349999999999999985e-02,4.329200513441597460e-03
1.822900100000000000e+07,4.199999999999999740e-03,8.567804869732493969e-04
1.823015100000000000e+07,8.999999999999999754e-04,4.808028229119300136e-04
1.823014500000000000e+07,5.999999999999999474e-04,2.309697714917073553e-04
1.822897100000000000e+07,3.379999999999999671e-02,1.101620327097116263e-02
1.822890300000000000e+07,2.564000000000000168e-01,5.369940141246909437e-02
1.822896100000000000e+07,1.239999999999999956e-02,2.605151811521502769e-03
1.822996700000000000e+07,9.599999999999999159e-03,3.056105369155427513e-03
1.822904700000000000e+07,1.280000000000000061e-02,2.547117796491128044e-03
1.822903900000000000e+07,5.129999999999999838e-02,1.132999114807705689e-02
1.822891300000000000e+07,4.476999999999999869e-01,5.064928220319596386e-02
1.822891700000000000e+07,3.598800000000000221e+00,3.711832271591496424e-01
1.822894900000000000e+07,7.137999999999999901e-01,9.061682996749410857e-02
1.822896700000000000e+07,2.269999999999999796e-01,3.351003145038779218e-02
1.822902300000000000e+07,3.849999999999999950e-02,5.329927556835357266e-03
1.822905300000000000e+07,9.599999999999999159e-03,2.522539659604566137e-03
1.822885900000000000e+07,5.038700000000000401e+00,3.039419406456780881e-01
1.822904500000000000e+07,1.280000000000000061e-02,1.961093266565184980e-03
1.822884700000000000e+07,8.476000000000000201e-01,2.114097491995604317e-01
1.822897700000000000e+07,1.482999999999999874e-01,1.990544946380975316e-02
1.822897300000000000e+07,6.149999999999999911e-02,1.643141314434700892e-02
