COMID,Discharge,StageHeight
1.822901700000000000e+07,7.374000000000000554e-01,2.201511865387351385e-01
1.822901100000000000e+07,4.460000000000000075e-02,8.324756342141892071e-03
1.822902700000000000e+07,9.439999999999999780e-02,1.745463759435131323e-02
1.822890900000000000e+07,7.220000000000000029e-02,2.968614982786410561e-02
1.822901300000000000e+07,1.069999999999999944e-02,nan
1.822899700000000000e+07,1.203000000000000069e+00,1.137178361803825311e-01
1.822898500000000000e+07,6.599999999999999964e-03,9.329382444811508369e-04
1.822903100000000000e+07,3.884000000000000230e-01,1.245292620455692723e-01
1.822879100000000000e+07,5.830099999999999838e+00,2.880075056544624812e-01
1.823014900000000000e+07,6.389999999999999847e-02,1.850414133378780815e-02
1.822904900000000000e+07,1.100000000000000066e-03,6.004492413122701575e-04
1.823014700000000000e+07,4.899999999999999842e-03,nan
1.822895100000000000e+07,1.267400000000000082e+00,1.126659934649001799e-01
1.822898100000000000e+07,8.989999999999999380e-02,1.625465634863870745e-02
1.822880300000000000e+07,8.480999999999999650e-01,1.890660437204277899e-01
1.823014300000000000e+07,3.799999999999999992e-03,1.115426326664363402e-03
1.822904300000000000e+07,1.480000000000000066e-02,2.381799221105352325e-03
1.822891100000000000e+07,7.510000000000000009e-02,2.206984665029029444e-02
1.822892500000000000e+07,8.160000000000000586e-02,1.481707890608373671e-02
1.822900500000000000e+07,1.190000000000000085e-02,6.483556532067513874e-03
1.822901500000000000e+07,2.585999999999999965e-01,7.492361156971436009e-02
1.822892900000000000e+07,1.270299999999999985e+00,9.293133343145756897e-02
1.822891900000000000e+07,5.269000000000000350e-01,8.352131629541592606e-02
1.822895300000000000e+07,2.799999999999999972e-03,4.196772468991415671e-04
1.822896300000000000e+07,2.651999999999999913e-01,1.800597548948403015e-01
1.822900300000000000e+07,7.700000000000000247e-03,8.130915416728461695e-04
1.822890500000000000e+07,9.959000000000000075e-01,1.534948352774038460e-01
1.822902900000000000e+07,1.349999999999999985e-02,4.329200513441597460e-03
1.822900100000000000e+07,4.199999999999999740e-03,8.567804869732493969e-04
1.823015100000000000e+07,8.999999999999999754e-04,4.808028229119300136e-04
1.823014500000000000e+07,5.999999999999999474e-04,2.309697714917073553e-04
1.822897100000000000e+07,3.370000000000000079e-02,1.098361095360142828e-02
1.822890300000000000e+07,2.548000000000000265e-01,5.336430374374854374e-02
1.822896100000000000e+07,1.239999999999999956e-02,2.605151811521502769e-03
1.822996700000000000e+07,9.599999999999999159e-03,3.056105369155427513e-03
1.822904700000000000e+07,1.269999999999999948e-02,2.527218438706041025e-03
1.822903900000000000e+07,5.109999999999999959e-02,1.128581964262646495e-02
1.822891300000000000e+07,4.451999999999999846e-01,5.036645172406264276e-02
1.822891700000000000e+07,3.581100000000000172e+00,3.693576344280400936e-01
1.822894900000000000e+07,7.029999999999999583e-01,8.924577117840899743e-02
1.822896700000000000e+07,2.182000000000000051e-01,3.221096415187055945e-02
1.822902300000000000e+07,3.839999999999999664e-02,5.316083589155264598e-03
1.822905300000000000e+07,9.499999999999999764e-03,2.496263204817018681e-03
1.822885900000000000e+07,4.975999999999999979e+00,3.001597826131530145e-01
1.822904500000000000e+07,1.269999999999999948e-02,1.945772225420144483e-03
1.822884700000000000e+07,8.418999999999999817e-01,2.099880460725695175e-01
1.822897700000000000e+07,1.405000000000000138e-01,1.885850067205172356e-02
1.822897300000000000e+07,6.119999999999999746e-02,1.635125990949653704e-02
