COMID,Discharge,StageHeight
1.822901700000000000e+07,7.383999999999999453e-01,2.204497371036099607e-01
1.822901100000000000e+07,4.440000000000000197e-02,8.287425596213003620e-03
1.822902700000000000e+07,9.429999999999999494e-02,1.743614751215390862e-02
1.822890900000000000e+07,7.200000000000000844e-02,2.960391672584786540e-02
1.822901300000000000e+07,1.069999999999999944e-02,nan
1.822899700000000000e+07,1.203899999999999970e+00,1.138029118682980234e-01
1.822898500000000000e+07,6.599999999999999964e-03,9.329382444811508369e-04
1.822903100000000000e+07,3.886999999999999900e-01,1.246254483962738607e-01
1.822879100000000000e+07,5.823500000000000121e+00,2.876814650141099050e-01
1.823014900000000000e+07,6.389999999999999847e-02,1.850414133378780815e-02
1.822904900000000000e+07,1.100000000000000066e-03,6.004492413122701575e-04
1.823014700000000000e+07,4.799999999999999580e-03,nan
1.822895100000000000e+07,1.268100000000000005e+00,1.127282202247434917e-01
1.822898100000000000e+07,8.949999999999999623e-02,1.618233307233775745e-02
1.822880300000000000e+07,8.456000000000000183e-01,1.885087213418155383e-01
1.823014300000000000e+07,3.799999999999999992e-03,1.115426326664363402e-03
1.822904300000000000e+07,1.469999999999999953e-02,2.365705983124910539e-03
1.822891100000000000e+07,7.480000000000000537e-02,2.198168481280578582e-02
1.822892500000000000e+07,8.129999999999999727e-02,1.476260435128195700e-02
1.822900500000000000e+07,1.179999999999999973e-02,6.429072863730811785e-03
1.822901500000000000e+07,2.587999999999999745e-01,7.498155713163988378e-02
1.822892900000000000e+07,1.271099999999999897e+00,9.298985902914722046e-02
1.822891900000000000e+07,5.256999999999999451e-01,8.333109883564270015e-02
1.822895300000000000e+07,2.799999999999999972e-03,4.196772468991415671e-04
1.822896300000000000e+07,2.654000000000000248e-01,1.801955465651984278e-01
1.822900300000000000e+07,7.700000000000000247e-03,8.130915416728461695e-04
1.822890500000000000e+07,9.948000000000000176e-01,1.533252958469337734e-01
1.822902900000000000e+07,1.349999999999999985e-02,4.329200513441597460e-03
1.822900100000000000e+07,4.100000000000000346e-03,8.363809515691244525e-04
1.823015100000000000e+07,8.999999999999999754e-04,4.808028229119300136e-04
1.823014500000000000e+07,5.999999999999999474e-04,2.309697714917073553e-04
1.822897100000000000e+07,3.359999999999999792e-02,1.095101863623168872e-02
1.822890300000000000e+07,2.540999999999999925e-01,5.321769851368329807e-02
1.822896100000000000e+07,1.230000000000000017e-02,2.584142522718910033e-03
1.822996700000000000e+07,9.499999999999999764e-03,3.024270938226724954e-03
1.822904700000000000e+07,1.260000000000000009e-02,2.507319080920954006e-03
1.822903900000000000e+07,5.079999999999999793e-02,1.121956238445057617e-02
1.822891300000000000e+07,4.441999999999999837e-01,5.025331953240931571e-02
1.822891700000000000e+07,3.578899999999999970e+00,3.691307245970547046e-01
1.822894900000000000e+07,7.023000000000000353e-01,8.915690625689423610e-02
1.822896700000000000e+07,2.172999999999999932e-01,3.207810499634038831e-02
1.822902300000000000e+07,3.830000000000000071e-02,5.302239621475173664e-03
1.822905300000000000e+07,9.499999999999999764e-03,2.496263204817018681e-03
1.822885900000000000e+07,4.971999999999999531e+00,2.999184966142678377e-01
1.822904500000000000e+07,1.269999999999999948e-02,1.945772225420144483e-03
1.822884700000000000e+07,8.395000000000000240e-01,2.093894342296259981e-01
1.822897700000000000e+07,1.398999999999999966e-01,1.877796614960879767e-02
1.822897300000000000e+07,6.099999999999999867e-02,1.629782441959622130e-02
