COMID,Discharge,StageHeight
1.822901700000000000e+07,7.385000000000000453e-01,2.204795921600974651e-01
1.822901100000000000e+07,4.610000000000000209e-02,8.604736936608547646e-03
1.822902700000000000e+07,9.470000000000000639e-02,1.751010784094353401e-02
1.822890900000000000e+07,7.259999999999999787e-02,2.985061603189659296e-02
1.822901300000000000e+07,1.110000000000000049e-02,nan
1.822899700000000000e+07,1.205000000000000071e+00,1.139068932646391946e-01
1.822898500000000000e+07,6.599999999999999964e-03,9.329382444811508369e-04
1.822903100000000000e+07,3.891000000000000014e-01,1.247536968638800065e-01
1.822879100000000000e+07,5.851200000000000401e+00,2.890498477016502088e-01
1.823014900000000000e+07,6.410000000000000420e-02,1.856205726910483203e-02
1.822904900000000000e+07,1.100000000000000066e-03,6.004492413122701575e-04
1.823014700000000000e+07,4.899999999999999842e-03,nan
1.822895100000000000e+07,1.269400000000000084e+00,1.128437842073096720e-01
1.822898100000000000e+07,9.009999999999999953e-02,1.629081798678918419e-02
1.822880300000000000e+07,8.524000000000000465e-01,1.900246382116409227e-01
1.823014300000000000e+07,3.799999999999999992e-03,1.115426326664363402e-03
1.822904300000000000e+07,1.480000000000000066e-02,2.381799221105352325e-03
1.822891100000000000e+07,7.549999999999999767e-02,2.218739576693631518e-02
1.822892500000000000e+07,8.190000000000000058e-02,1.487155346088551468e-02
1.822900500000000000e+07,1.280000000000000061e-02,6.973909547097829204e-03
1.822901500000000000e+07,2.590000000000000080e-01,7.503950269356543523e-02
1.822892900000000000e+07,1.272399999999999975e+00,9.308496312539291107e-02
1.822891900000000000e+07,5.291000000000000147e-01,8.387004830500012498e-02
1.822895300000000000e+07,2.799999999999999972e-03,4.196772468991415671e-04
1.822896300000000000e+07,2.656000000000000028e-01,1.803313382355564987e-01
1.822900300000000000e+07,7.700000000000000247e-03,8.130915416728461695e-04
1.822890500000000000e+07,1.000299999999999967e+00,1.541729929992841364e-01
1.822902900000000000e+07,1.349999999999999985e-02,4.329200513441597460e-03
1.822900100000000000e+07,4.199999999999999740e-03,8.567804869732493969e-04
1.823015100000000000e+07,8.999999999999999754e-04,4.808028229119300136e-04
1.823014500000000000e+07,5.999999999999999474e-04,2.309697714917073553e-04
1.822897100000000000e+07,3.379999999999999671e-02,1.101620327097116263e-02
1.822890300000000000e+07,2.560000000000000053e-01,5.361562699528895498e-02
1.822896100000000000e+07,1.239999999999999956e-02,2.605151811521502769e-03
1.822996700000000000e+07,9.599999999999999159e-03,3.056105369155427513e-03
1.822904700000000000e+07,1.280000000000000061e-02,2.547117796491128044e-03
1.822903900000000000e+07,5.120000000000000245e-02,1.130790539535176005e-02
1.822891300000000000e+07,4.470000000000000084e-01,5.057008966903864255e-02
1.822891700000000000e+07,3.590800000000000214e+00,3.703581005010210259e-01
1.822894900000000000e+07,7.062000000000000499e-01,8.965201081961940432e-02
1.822896700000000000e+07,2.204000000000000126e-01,3.253573097649986590e-02
1.822902300000000000e+07,3.849999999999999950e-02,5.329927556835357266e-03
1.822905300000000000e+07,9.599999999999999159e-03,2.522539659604566137e-03
1.822885900000000000e+07,4.992399999999999949e+00,3.011490552085822614e-01
1.822904500000000000e+07,1.280000000000000061e-02,1.961093266565184980e-03
1.822884700000000000e+07,8.461999999999999522e-01,2.110605589578433694e-01
1.822897700000000000e+07,1.423999999999999988e-01,1.911352665978765381e-02
1.822897300000000000e+07,6.140000000000000319e-02,1.640469539939685278e-02
