COMID,Discharge,StageHeight
1.822901700000000000e+07,7.380999999999999783e-01,2.203601719341475029e-01
1.822901100000000000e+07,4.529999999999999999e-02,8.455413952892997312e-03
1.822902700000000000e+07,9.460000000000000353e-02,1.749161775874612593e-02
1.822890900000000000e+07,7.259999999999999787e-02,2.985061603189659296e-02
1.822901300000000000e+07,1.089999999999999997e-02,nan
1.822899700000000000e+07,1.204299999999999926e+00,1.138407232851493533e-01
1.822898500000000000e+07,6.599999999999999964e-03,9.329382444811508369e-04
1.822903100000000000e+07,3.889000000000000234e-01,1.246895726300769475e-01
1.822879100000000000e+07,5.845799999999999663e+00,2.887830871777253838e-01
1.823014900000000000e+07,6.410000000000000420e-02,1.856205726910483203e-02
1.822904900000000000e+07,1.100000000000000066e-03,6.004492413122701575e-04
1.823014700000000000e+07,4.899999999999999842e-03,nan
1.822895100000000000e+07,1.268799999999999928e+00,1.127904469845868174e-01
1.822898100000000000e+07,9.009999999999999953e-02,1.629081798678918419e-02
1.822880300000000000e+07,8.516000000000000236e-01,1.898462950504850033e-01
1.823014300000000000e+07,3.799999999999999992e-03,1.115426326664363402e-03
1.822904300000000000e+07,1.480000000000000066e-02,2.381799221105352325e-03
1.822891100000000000e+07,7.539999999999999480e-02,2.215800848777481000e-02
1.822892500000000000e+07,8.190000000000000058e-02,1.487155346088551468e-02
1.822900500000000000e+07,1.230000000000000017e-02,6.701491205414321362e-03
1.822901500000000000e+07,2.589000000000000190e-01,7.501052991260268032e-02
1.822892900000000000e+07,1.271800000000000042e+00,9.304106892712567245e-02
1.822891900000000000e+07,5.286999999999999478e-01,8.380664248507571634e-02
1.822895300000000000e+07,2.799999999999999972e-03,4.196772468991415671e-04
1.822896300000000000e+07,2.655000000000000138e-01,1.802634424003774771e-01
1.822900300000000000e+07,7.700000000000000247e-03,8.130915416728461695e-04
1.822890500000000000e+07,9.986000000000000432e-01,1.539109775158303828e-01
1.822902900000000000e+07,1.349999999999999985e-02,4.329200513441597460e-03
1.822900100000000000e+07,4.199999999999999740e-03,8.567804869732493969e-04
1.823015100000000000e+07,8.999999999999999754e-04,4.808028229119300136e-04
1.823014500000000000e+07,5.999999999999999474e-04,2.309697714917073553e-04
1.822897100000000000e+07,3.379999999999999671e-02,1.101620327097116263e-02
1.822890300000000000e+07,2.558000000000000274e-01,5.357373978669888875e-02
1.822896100000000000e+07,1.239999999999999956e-02,2.605151811521502769e-03
1.822996700000000000e+07,9.599999999999999159e-03,3.056105369155427513e-03
1.822904700000000000e+07,1.269999999999999948e-02,2.527218438706041025e-03
1.822903900000000000e+07,5.120000000000000245e-02,1.130790539535176005e-02
1.822891300000000000e+07,4.466999999999999860e-01,5.053615001154263681e-02
1.822891700000000000e+07,3.588600000000000012e+00,3.701311906700356369e-01
1.822894900000000000e+07,7.048999999999999710e-01,8.948697596537767696e-02
1.822896700000000000e+07,2.194000000000000117e-01,3.238810969257745892e-02
1.822902300000000000e+07,3.839999999999999664e-02,5.316083589155264598e-03
1.822905300000000000e+07,9.599999999999999159e-03,2.522539659604566137e-03
1.822885900000000000e+07,4.987899999999999778e+00,3.008776084598364098e-01
1.822904500000000000e+07,1.280000000000000061e-02,1.961093266565184980e-03
1.822884700000000000e+07,8.454000000000000403e-01,2.108610216768622148e-01
1.822897700000000000e+07,1.414999999999999869e-01,1.899272487612326324e-02
1.822897300000000000e+07,6.130000000000000032e-02,1.637797765444669318e-02
