COMID,Discharge,StageHeight
1.822901700000000000e+07,7.389000000000000012e-01,2.205990123860473995e-01
1.822901100000000000e+07,4.780000000000000221e-02,8.922048277004091671e-03
1.822902700000000000e+07,9.479999999999999538e-02,1.752859792314093862e-02
1.822890900000000000e+07,7.270000000000000073e-02,2.989173258290471480e-02
1.822901300000000000e+07,1.159999999999999920e-02,nan
1.822899700000000000e+07,1.205699999999999994e+00,1.139730632441290220e-01
1.822898500000000000e+07,6.599999999999999964e-03,9.329382444811508369e-04
1.822903100000000000e+07,3.892999999999999794e-01,1.248178210976830793e-01
1.822879100000000000e+07,5.859899999999999665e+00,2.894796285457513219e-01
1.823014900000000000e+07,6.419999999999999318e-02,1.859101523676333703e-02
1.822904900000000000e+07,1.100000000000000066e-03,6.004492413122701575e-04
1.823014700000000000e+07,4.899999999999999842e-03,nan
1.822895100000000000e+07,1.270199999999999996e+00,1.129149005042734688e-01
1.822898100000000000e+07,9.009999999999999953e-02,1.629081798678918419e-02
1.822880300000000000e+07,8.531999999999999584e-01,1.902029813727968421e-01
1.823014300000000000e+07,3.799999999999999992e-03,1.115426326664363402e-03
1.822904300000000000e+07,1.480000000000000066e-02,2.381799221105352325e-03
1.822891100000000000e+07,7.549999999999999767e-02,2.218739576693631518e-02
1.822892500000000000e+07,8.199999999999998956e-02,1.488971164581943778e-02
1.822900500000000000e+07,1.389999999999999916e-02,7.573229898801548711e-03
1.822901500000000000e+07,2.591999999999999860e-01,7.509744825549095892e-02
1.822892900000000000e+07,1.273200000000000109e+00,9.314348872308259031e-02
1.822891900000000000e+07,5.294999999999999707e-01,8.393345412492450586e-02
1.822895300000000000e+07,2.799999999999999972e-03,4.196772468991415671e-04
1.822896300000000000e+07,2.656999999999999917e-01,1.803992340707355480e-01
1.822900300000000000e+07,7.700000000000000247e-03,8.130915416728461695e-04
1.822890500000000000e+07,1.003400000000000070e+00,1.546507859396998030e-01
1.822902900000000000e+07,1.349999999999999985e-02,4.329200513441597460e-03
1.822900100000000000e+07,4.199999999999999740e-03,8.567804869732493969e-04
1.823015100000000000e+07,8.999999999999999754e-04,4.808028229119300136e-04
1.823014500000000000e+07,5.999999999999999474e-04,2.309697714917073553e-04
1.822897100000000000e+07,3.379999999999999671e-02,1.101620327097116263e-02
1.822890300000000000e+07,2.561999999999999833e-01,5.365751420387902121e-02
1.822896100000000000e+07,1.239999999999999956e-02,2.605151811521502769e-03
1.822996700000000000e+07,9.599999999999999159e-03,3.056105369155427513e-03
1.822904700000000000e+07,1.280000000000000061e-02,2.547117796491128044e-03
1.822903900000000000e+07,5.129999999999999838e-02,1.132999114807705689e-02
1.822891300000000000e+07,4.472999999999999754e-01,5.060402932653463443e-02
1.822891700000000000e+07,3.593199999999999950e+00,3.706056384984596219e-01
1.822894900000000000e+07,7.087999999999999856e-01,8.998208052810284518e-02
1.822896700000000000e+07,2.225000000000000033e-01,3.284573567273693651e-02
1.822902300000000000e+07,3.849999999999999950e-02,5.329927556835357266e-03
1.822905300000000000e+07,9.599999999999999159e-03,2.522539659604566137e-03
1.822885900000000000e+07,4.999600000000000044e+00,3.015833700065755907e-01
1.822904500000000000e+07,1.280000000000000061e-02,1.961093266565184980e-03
1.822884700000000000e+07,8.469999999999999751e-01,2.112600962388245518e-01
1.822897700000000000e+07,1.443000000000000116e-01,1.936855264752358405e-02
1.822897300000000000e+07,6.140000000000000319e-02,1.640469539939685278e-02
