COMID,Discharge,StageHeight
1.822901700000000000e+07,2.925199999999999800e+00,5.543494958139311146e-01
1.822901100000000000e+07,7.639999999999999569e-02,1.426034494483498748e-02
1.822902700000000000e+07,1.950999999999999956e-01,3.607415036713920720e-02
1.822890900000000000e+07,8.590000000000000413e-02,3.531911731597682513e-02
1.822901300000000000e+07,1.949999999999999997e-02,nan
1.822899700000000000e+07,4.236500000000000377e+00,3.059115074056976691e-01
1.822898500000000000e+07,1.110000000000000049e-02,1.569032502081935641e-03
1.822903100000000000e+07,9.667000000000000037e-01,3.099444840871570794e-01
1.822879100000000000e+07,9.711399999999999366e+00,4.797441022302785241e-01
1.823014900000000000e+07,3.989999999999999797e-02,1.155422909574544028e-02
1.822904900000000000e+07,1.000000000000000021e-03,5.458629466475182265e-04
1.823014700000000000e+07,4.599999999999999922e-03,nan
1.822895100000000000e+07,4.305699999999999861e+00,3.252467381570158245e-01
1.822898100000000000e+07,6.579999999999999738e-02,1.189717895150641663e-02
1.822880300000000000e+07,1.326200000000000045e+00,2.581247109342815760e-01
1.823014300000000000e+07,4.700000000000000185e-03,1.379606246137502108e-03
1.822904300000000000e+07,1.510000000000000057e-02,2.430078935046676818e-03
1.822891100000000000e+07,8.830000000000000349e-02,2.594896749960896865e-02
1.822892500000000000e+07,8.179999999999999771e-02,1.485339527595158811e-02
1.822900500000000000e+07,3.350000000000000200e-02,1.825202889279510174e-02
1.822901500000000000e+07,2.591999999999999860e-01,7.509744825549095892e-02
1.822892900000000000e+07,4.308399999999999785e+00,3.072440433420959294e-01
1.822891900000000000e+07,1.104100000000000081e+00,1.750159144463251659e-01
1.822895300000000000e+07,2.500000000000000052e-03,3.747118275885192641e-04
1.822896300000000000e+07,2.657999999999999807e-01,1.804671299059145972e-01
1.822900300000000000e+07,7.100000000000000408e-03,7.497337592048321795e-04
1.822890500000000000e+07,9.050000000000000266e-01,1.394847132503770348e-01
1.822902900000000000e+07,6.499999999999999702e-03,2.084429876842250340e-03
1.822900100000000000e+07,3.399999999999999811e-03,6.935842037402495169e-04
1.823015100000000000e+07,8.999999999999999754e-04,4.808028229119300136e-04
1.823014500000000000e+07,5.000000000000000104e-04,1.924748095764228142e-04
1.822897100000000000e+07,6.429999999999999605e-02,2.095686006874099977e-02
1.822890300000000000e+07,2.644000000000000239e-01,5.537488975607187530e-02
1.822896100000000000e+07,1.739999999999999880e-02,3.655616251651140451e-03
1.822996700000000000e+07,1.510000000000000057e-02,4.806999070234058320e-03
1.822904700000000000e+07,1.200000000000000025e-02,2.387922934210432325e-03
1.822903900000000000e+07,3.810000000000000192e-02,8.414671788337931696e-03
1.822891300000000000e+07,1.022199999999999998e+00,1.162816792533633292e-01
1.822891700000000000e+07,6.828100000000000058e+00,6.588532165049788558e-01
1.822894900000000000e+07,7.431999999999999718e-01,9.434915667111461179e-02
1.822896700000000000e+07,2.501999999999999780e-01,3.693484523738778391e-02
1.822902300000000000e+07,2.750000000000000014e-02,3.807091112025255252e-03
1.822905300000000000e+07,1.020000000000000073e-02,2.680198388329852171e-03
1.822885900000000000e+07,8.303499999999999659e+00,5.008795729357549131e-01
1.822904500000000000e+07,1.359999999999999924e-02,2.083661595725508960e-03
1.822884700000000000e+07,1.325099999999999945e+00,2.998440232042842712e-01
1.822897700000000000e+07,1.469999999999999918e-01,1.973095799851674881e-02
1.822897300000000000e+07,8.190000000000000058e-02,2.188183311417919025e-02
